Target,Model,AUC,AUC_ROC,BEDROC,EF0.5,EF1,EF5,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,RTMScore@GlideSP,,0.628 ,0.115 ,4.737,2.369,2.992,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,RTMScore@GlideSP,,0.695 ,0.481 ,25.192,15.115,8.198,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,RTMScore@GlideSP,,0.588 ,0.286 ,13.157,7.085,4.952,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,RTMScore@GlideSP,,0.933 ,0.944 ,23.556,23.556,12.514,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,RTMScore@GlideSP,,0.929 ,0.921 ,31.051,31.051,13.744,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,RTMScore@GlideSP,,0.902 ,0.872 ,30.325,27.992,13.423,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,RTMScore@GlideSP,,0.580 ,0.084 ,4.339,2.337,0.996,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,RTMScore@GlideSP,,0.890 ,0.429 ,17.670,11.893,9.125,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,RTMScore@GlideSP,,0.680 ,0.112 ,0.000,2.369,2.981,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk2,RTMScore@GlideSP,,0.859 ,0.636 ,20.496,20.496,10.760,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,RTMScore@GlideSP,,0.700 ,0.448 ,19.179,16.782,5.552,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,RTMScore@GlideSP,,0.909 ,0.794 ,13.849,17.952,12.346,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,RTMScore@GlideSP,,0.722 ,0.391 ,21.964,11.827,4.960,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,RTMScore@GlideSP,,0.571 ,0.001 ,0.000,0.000,0.000,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,RTMScore@GlideSP,,0.830 ,0.788 ,30.425,28.085,11.472,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,RTMScore@GlideSP,,0.813 ,0.672 ,26.462,21.373,9.110,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,RTMScore@GlideSP,,0.841 ,0.737 ,31.179,28.781,9.201,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,RTMScore@GlideSP,,0.993 ,1.051 ,29.425,29.425,19.450,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,RTMScore@GlideSP,,0.909 ,0.902 ,28.448,28.448,11.515,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,RTMScore@GlideSP,,0.900 ,0.779 ,30.333,30.333,10.617,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fkbp1a,RTMScore@GlideSP,,0.692 ,0.789 ,32.342,29.854,9.911,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,RTMScore@GlideSP,,0.878 ,0.875 ,30.538,27.994,12.724,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,RTMScore@GlideSP,,0.425 ,0.166 ,8.821,4.750,1.992,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,RTMScore@GlideSP,,0.523 ,0.252 ,17.443,9.392,1.969,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,RTMScore@GlideSP,,0.861 ,0.661 ,26.418,23.708,8.084,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,RTMScore@GlideSP,,0.729 ,0.264 ,12.921,9.277,3.460,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,RTMScore@GlideSP,,0.540 ,0.000 ,0.000,0.000,0.000,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,RTMScore@GlideSP,,0.781 ,0.752 ,34.457,31.807,10.733,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1rt,RTMScore@GlideSP,,0.683 ,0.282 ,14.085,10.112,3.771,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,RTMScore@GlideSP,,0.987 ,1.037 ,30.900,30.900,18.440,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,RTMScore@GlideSP,,0.770 ,0.683 ,30.325,23.327,10.440,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igf1r,RTMScore@GlideSP,,0.551 ,0.325 ,20.211,10.105,3.136,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,RTMScore@GlideSP,,0.616 ,0.029 ,0.000,0.000,0.989,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,RTMScore@GlideSP,,0.638 ,0.146 ,4.343,4.677,1.993,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,RTMScore@GlideSP,,0.879 ,0.738 ,30.692,25.577,11.254,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,RTMScore@GlideSP,,0.723 ,0.575 ,31.368,26.140,6.274,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,RTMScore@GlideSP,,0.476 ,0.448 ,29.667,17.306,4.092,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,RTMScore@GlideSP,,0.823 ,0.719 ,26.593,23.866,9.664,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kif11,RTMScore@GlideSP,,0.882 ,0.150 ,4.350,2.342,3.494,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,RTMScore@GlideSP,,0.773 ,0.789 ,30.769,28.205,11.795,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,RTMScore@GlideSP,,0.865 ,0.715 ,33.222,27.685,12.181,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,RTMScore@GlideSP,,0.864 ,0.557 ,26.306,18.414,9.096,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,RTMScore@GlideSP,,0.516 ,0.000 ,0.000,0.000,0.000,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na,RTMScore@GlideSP,,0.999 ,1.059 ,30.925,30.925,19.453,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,RTMScore@GlideSP,,0.774 ,0.839 ,30.575,28.223,12.329,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parp-1,RTMScore@GlideSP,,0.969 ,1.003 ,30.150,30.150,17.299,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,RTMScore@GlideSP,,0.838 ,0.373 ,17.978,12.101,6.597,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,RTMScore@GlideSP,,0.760 ,0.507 ,27.632,17.358,7.279,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,RTMScore@GlideSP,,0.971 ,0.983 ,31.553,31.553,17.354,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,RTMScore@GlideSP,,0.922 ,0.839 ,30.744,30.744,12.810,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,RTMScore@GlideSP,,0.932 ,0.590 ,13.220,16.609,12.642,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,RTMScore@GlideSP,,0.903 ,0.378 ,8.821,11.874,10.122,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,RTMScore@GlideSP,,0.732 ,0.786 ,30.725,30.725,8.920,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,RTMScore@GlideSP,,0.703 ,0.664 ,28.974,21.731,8.641,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,RTMScore@GlideSP,,0.720 ,0.279 ,9.442,7.081,4.472,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,RTMScore@GlideSP,,0.675 ,0.215 ,9.743,7.971,2.810,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,RTMScore@GlideSP,,0.870 ,0.401 ,10.474,10.474,10.997,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-in,RTMScore@GlideSP,,0.911 ,0.955 ,30.800,30.800,15.400,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,RTMScore@GlideSP,,0.739 ,0.428 ,17.614,14.227,6.960,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,RTMScore@GlideSP,,0.840 ,0.968 ,31.000,31.000,15.000,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,RTMScore@GlideSP,,0.751 ,0.507 ,22.051,16.623,7.591,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxr,RTMScore@GlideSP,,0.989 ,1.063 ,24.789,24.789,18.076,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sars-hcov,RTMScore@GlideSP,,0.614 ,0.109 ,4.399,4.738,2.019,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,RTMScore@GlideSP,,0.520 ,0.006 ,0.000,0.000,0.999,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,RTMScore@GlideSP,,0.680 ,0.643 ,26.659,23.925,8.158,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrombin,RTMScore@GlideSP,,0.940 ,0.932 ,31.737,29.296,16.129,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tie2,RTMScore@GlideSP,,0.607 ,0.609 ,30.615,25.513,6.123,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,RTMScore@GlideSP,,0.742 ,0.804 ,26.421,26.083,11.932,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,RTMScore@GlideSP,,0.711 ,0.645 ,26.120,22.795,7.375,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,RTMScore@GlideSP,,0.896 ,0.983 ,30.579,30.579,15.030,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,RTMScore@GlideSP,,0.660 ,0.325 ,17.343,9.338,4.975,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,RTMScore@GlideSP,,0.743 ,0.842 ,29.875,29.875,9.958,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,RTMScore@GlideSP,,0.694 ,0.538 ,19.842,22.322,8.355,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,RTMScore@GlideSP,,0.858 ,0.598 ,22.876,27.099,7.350,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,Surflex,,0.737 ,0.215 ,4.43,9.54,4.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,Surflex,,0.483 ,0.053 ,4.43,2.38,1,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2a,Surflex,,0.690 ,0.378 ,17.71,16.69,4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,Surflex,,0.704 ,0.243 ,4.43,9.54,5.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,Surflex,,0.757 ,0.187 ,4.43,4.77,4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,Surflex,,0.655 ,0.186 ,0,2.38,6,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam17,Surflex,,0.766 ,0.251 ,13.29,7.15,5,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,Surflex,,0.863 ,0.301 ,8.86,11.92,5,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,Surflex,,0.679 ,0.358 ,17.71,11.92,5.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,Surflex,,0.605 ,0.112 ,4.43,2.38,3.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,Surflex,,0.716 ,0.172 ,4.43,4.77,4.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,Surflex,,0.750 ,0.108 ,4.43,2.38,3.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,Surflex,,0.696 ,0.166 ,4.43,2.38,3.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,Surflex,,0.530 ,0.076 ,0,2.38,1.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,Surflex,,0.626 ,0.033 ,0,0,1,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,Surflex,,0.717 ,0.058 ,4.43,2.38,2,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk2,Surflex,,0.659 ,0.179 ,8.86,4.77,4,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,Surflex,,0.717 ,0.281 ,8.84,11.89,5.99,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,Surflex,,0.880 ,0.180 ,4.43,2.38,6,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,Surflex,,0.725 ,0.136 ,4.43,4.77,2.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,Surflex,,0.637 ,0.001 ,0,0,0,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,Surflex,,0.665 ,0.234 ,8.86,7.15,4.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,Surflex,,0.578 ,0.121 ,4.43,4.77,2,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,Surflex,,0.690 ,0.192 ,8.86,7.15,3,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,Surflex,,0.870 ,0.674 ,26.57,21.46,11.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,Surflex,,0.700 ,0.317 ,8.86,9.54,6,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,Surflex,,0.730 ,0.137 ,4.43,4.77,3.50,https://pubs.acs.org/doi/10.1021/acs.jmedchem.2c00991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
