Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
cp2c9,SIEVE-Score,1.0,9.3,120,7325,74,11.274,0.915,10.792,0.543,15.235,0.108,0.105,9.3,,
cp3a4,SIEVE-Score,1.0,6.7,160,11766,118,10.751,0.879,7.271,0.529,9.111,0.067,0.067,6.7,,
csf1r,SIEVE-Score,1.0,43.2,164,12006,121,71.403,0.99,103.953,0.716,59.01,0.501,0.495,43.2,,
cxcr4,SIEVE-Score,1.0,61.1,39,3413,35,24.436,0.995,200.128,0.812,69.818,0.658,0.657,61.1,,
def,SIEVE-Score,1.0,56.6,99,5758,58,56.443,1.0,2071.794,0.785,97.315,0.742,0.715,56.6,,
dhi1,SIEVE-Score,1.0,27.7,329,19461,195,91.316,0.981,51.215,0.636,46.829,0.352,0.34,27.7,,
dpp4,SIEVE-Score,1.0,61.5,532,40888,409,327.276,0.997,303.781,0.807,80.019,0.698,0.692,61.5,,
drd3,SIEVE-Score,1.0,50.8,478,33326,334,243.363,0.995,184.515,0.753,72.863,0.604,0.595,50.8,,
dyr,SIEVE-Score,1.0,56.4,231,17074,171,130.482,0.996,234.809,0.781,76.305,0.653,0.645,56.4,,
egfr,SIEVE-Score,1.0,44.7,540,34875,349,241.553,0.993,142.943,0.722,69.213,0.551,0.538,44.7,,
esr1,SIEVE-Score,1.0,53.2,375,20175,202,199.747,1.0,4681.6,0.766,98.885,0.722,0.688,53.2,,
esr2,SIEVE-Score,1.0,53.3,363,19336,194,194.119,1.0,-84979.908,0.767,100.062,0.728,0.693,53.3,,
fa10,SIEVE-Score,1.0,37.8,537,20046,201,203.533,1.0,-2919.399,0.69,101.26,0.614,0.545,37.8,,
fa7,SIEVE-Score,1.0,54.5,114,6114,62,63.004,1.0,-3303.03,0.776,101.619,0.746,0.712,54.5,,
fabp4,SIEVE-Score,1.0,47.3,47,2518,26,22.955,0.997,396.332,0.744,88.288,0.652,0.624,47.3,,
fak1,SIEVE-Score,1.0,54.2,99,5388,54,53.778,1.0,12912.784,0.772,99.588,0.732,0.699,54.2,,
fgfr1,SIEVE-Score,1.0,0.0,129,435,5,0.0,0.0,0.0,0.492,0.0,-0.07,-0.023,0.0,,
fkb1a,SIEVE-Score,1.0,50.4,111,5887,59,56.068,0.999,994.909,0.752,95.03,0.689,0.655,50.4,,
fnta,SIEVE-Score,1.0,44.3,589,51372,514,261.069,0.989,88.993,0.719,50.792,0.469,0.468,44.3,,
fpps,SIEVE-Score,1.0,81.0,85,8817,89,69.498,0.997,366.093,0.908,81.763,0.797,0.797,81.0,,
gcr,SIEVE-Score,1.0,33.3,183,12612,127,61.364,0.984,63.498,0.665,48.318,0.395,0.389,33.3,,
glcm,SIEVE-Score,1.0,35.9,54,3834,39,19.72,0.986,71.595,0.68,50.563,0.423,0.417,35.9,,
gria2,SIEVE-Score,1.0,56.6,158,11662,117,89.719,0.996,239.455,0.783,76.683,0.656,0.648,56.6,,
grik1,SIEVE-Score,1.0,63.2,101,6620,67,64.603,0.999,1739.868,0.82,96.423,0.783,0.766,63.2,,
hdac2,SIEVE-Score,1.0,49.9,180,10352,104,90.236,0.997,370.498,0.75,86.766,0.655,0.631,49.9,,
hdac8,SIEVE-Score,1.0,59.6,164,10481,105,97.921,0.999,870.214,0.798,93.258,0.743,0.725,59.6,,
hivint,SIEVE-Score,1.0,23.8,100,6673,67,23.896,0.973,36.44,0.616,35.666,0.283,0.277,23.8,,
hivpr,SIEVE-Score,1.0,38.3,519,35905,360,199.303,0.988,84.561,0.69,55.362,0.455,0.447,38.3,,
hivrt,SIEVE-Score,1.0,39.8,337,18737,188,134.577,0.993,137.54,0.698,71.583,0.529,0.506,39.8,,
hmdh,SIEVE-Score,1.0,52.3,168,8878,89,88.082,1.0,4973.068,0.762,98.968,0.717,0.681,52.3,,
hs90a,SIEVE-Score,1.0,38.0,86,4840,49,33.085,0.991,114.919,0.691,67.521,0.503,0.483,38.0,,
hxk4,SIEVE-Score,1.0,36.7,91,4720,48,33.963,0.992,123.078,0.685,70.756,0.507,0.482,36.7,,
igf1r,SIEVE-Score,1.0,41.0,147,9044,91,60.643,0.992,120.907,0.705,66.641,0.518,0.503,41.0,,
inha,SIEVE-Score,1.0,6.8,43,2329,24,3.013,0.884,7.633,0.53,12.555,0.081,0.078,6.8,,
ital,SIEVE-Score,1.0,25.3,136,8377,84,34.502,0.977,42.238,0.624,41.074,0.314,0.305,25.3,,
jak2,SIEVE-Score,1.0,45.3,106,6465,65,48.278,0.994,173.198,0.726,74.274,0.576,0.559,45.3,,
kif11,SIEVE-Score,1.0,53.4,116,6837,69,62.515,0.998,558.514,0.769,90.601,0.695,0.672,53.4,,
kit,SIEVE-Score,1.0,24.2,165,10323,104,40.228,0.975,38.835,0.619,38.681,0.298,0.29,24.2,,
kith,SIEVE-Score,1.0,49.8,57,2894,29,28.445,1.0,2550.227,0.749,98.086,0.696,0.657,49.8,,
kpcb,SIEVE-Score,1.0,57.2,126,8611,87,72.817,0.997,345.734,0.788,83.698,0.692,0.68,57.2,,
lck,SIEVE-Score,1.0,41.0,416,27305,274,171.153,0.991,107.566,0.704,62.465,0.501,0.49,41.0,,
lkha4,SIEVE-Score,1.0,37.9,170,7992,80,64.494,0.995,191.384,0.689,80.618,0.547,0.509,37.9,,
mapk2,SIEVE-Score,1.0,56.4,100,6155,62,56.812,0.998,663.111,0.784,91.633,0.718,0.698,56.4,,
mcr,SIEVE-Score,1.0,27.1,38,2490,25,10.339,0.978,45.507,0.633,41.357,0.327,0.32,27.1,,
met,SIEVE-Score,1.0,49.1,165,11027,111,81.551,0.995,182.302,0.746,73.47,0.598,0.586,49.1,,
mk01,SIEVE-Score,1.0,41.7,78,4485,45,32.635,0.993,149.117,0.708,72.522,0.545,0.525,41.7,,
mk10,SIEVE-Score,1.0,27.5,103,6558,66,28.506,0.979,47.648,0.635,43.192,0.338,0.329,27.5,,
mk14,SIEVE-Score,1.0,30.6,578,35731,358,177.21,0.984,59.614,0.651,49.5,0.382,0.371,30.6,,
mmp13,SIEVE-Score,1.0,61.6,567,37374,374,349.515,0.999,926.643,0.808,93.453,0.756,0.74,61.6,,
mp2k1,SIEVE-Score,1.0,5.0,120,8089,81,6.008,0.842,5.32,0.52,7.417,0.049,0.048,5.0,,
nos1,SIEVE-Score,1.0,24.9,100,8044,81,25.073,0.973,35.615,0.622,30.955,0.27,0.269,24.9,,
nram,SIEVE-Score,1.0,61.8,98,4300,43,60.564,1.007,-147.85,0.811,140.847,0.933,0.857,61.8,,
pa2ga,SIEVE-Score,1.0,49.9,98,5212,53,49.728,0.999,793.004,0.753,93.826,0.686,0.654,49.9,,
parp1,SIEVE-Score,1.0,59.6,507,30174,302,302.432,1.0,-40929.472,0.798,100.143,0.77,0.744,59.6,,
pde5a,SIEVE-Score,1.0,14.0,379,27420,275,53.215,0.945,17.119,0.566,19.351,0.155,0.153,14.0,,
pgh1,SIEVE-Score,1.0,35.8,174,9195,92,62.326,0.991,108.892,0.677,67.746,0.486,0.462,35.8,,
pgh2,SIEVE-Score,1.0,42.0,365,17398,174,153.318,0.997,345.931,0.709,88.114,0.603,0.563,42.0,,
plk1,SIEVE-Score,1.0,40.7,106,6789,68,43.212,0.991,109.907,0.702,63.547,0.503,0.49,40.7,,
pnph,SIEVE-Score,1.0,65.4,103,7010,71,68.227,0.999,1649.809,0.831,96.094,0.796,0.782,65.4,,
ppara,SIEVE-Score,1.0,31.4,371,16295,163,116.53,0.991,107.632,0.656,71.491,0.466,0.428,31.4,,
ppard,SIEVE-Score,1.0,33.8,239,11497,115,80.803,0.991,111.302,0.668,70.264,0.48,0.449,33.8,,
pparg,SIEVE-Score,1.0,34.4,482,24949,250,166.147,0.99,100.579,0.671,66.459,0.472,0.447,34.4,,
prgr,SIEVE-Score,1.0,47.1,223,12892,129,105.098,0.996,249.805,0.735,81.471,0.615,0.592,47.1,,
ptn1,SIEVE-Score,1.0,53.2,128,7312,74,68.916,0.999,760.726,0.769,93.129,0.705,0.678,53.2,,
pur2,SIEVE-Score,1.0,54.6,50,2717,28,28.134,1.0,-11201.4,0.781,100.478,0.749,0.718,54.6,,
pygm,SIEVE-Score,1.0,34.8,77,3978,40,26.944,0.991,104.555,0.673,67.36,0.479,0.453,34.8,,
pyrd,SIEVE-Score,1.0,56.8,109,6070,61,62.218,1.0,-2793.604,0.786,101.997,0.76,0.728,56.8,,
reni,SIEVE-Score,1.0,26.0,104,7010,71,27.387,0.977,41.699,0.629,38.573,0.31,0.305,26.0,,
rock1,SIEVE-Score,1.0,48.4,99,6263,63,48.199,0.995,202.758,0.742,76.506,0.606,0.59,48.4,,
rxra,SIEVE-Score,1.0,40.5,113,4673,47,46.029,0.999,1913.782,0.704,97.935,0.627,0.569,40.5,,
sahh,SIEVE-Score,1.0,34.8,63,3477,35,22.069,0.989,92.486,0.673,63.054,0.463,0.443,34.8,,
src,SIEVE-Score,1.0,44.9,519,34158,342,233.318,0.993,139.144,0.723,68.222,0.548,0.536,44.9,,
tgfr1,SIEVE-Score,1.0,61.5,133,8465,85,82.133,0.999,1794.809,0.809,96.627,0.77,0.75,61.5,,
thb,SIEVE-Score,1.0,36.6,97,4975,50,35.68,0.992,125.305,0.682,71.361,0.506,0.479,36.6,,
thrb,SIEVE-Score,1.0,51.6,452,26837,269,233.78,0.997,387.463,0.758,86.907,0.666,0.644,51.6,,
try1,SIEVE-Score,1.0,56.5,439,21780,218,248.263,1.003,-398.798,0.783,113.882,0.8,0.752,56.5,,
tryb1,SIEVE-Score,1.0,49.8,148,7660,77,74.089,0.999,1291.773,0.75,96.219,0.69,0.654,49.8,,
tysy,SIEVE-Score,1.0,58.7,109,6758,68,64.381,0.999,1085.061,0.795,94.677,0.745,0.724,58.7,,
urok,SIEVE-Score,1.0,57.0,162,9687,97,92.464,0.999,1198.51,0.785,95.324,0.734,0.71,57.0,,
vgfr2,SIEVE-Score,1.0,37.4,379,17864,179,142.032,0.994,177.248,0.686,79.347,0.539,0.502,37.4,,
wee1,SIEVE-Score,1.0,60.7,102,6123,62,62.693,1.0,-5343.197,0.807,101.117,0.786,0.762,60.7,,
xiap,SIEVE-Score,1.0,51.8,99,5117,52,52.114,1.0,-23208.25,0.763,100.219,0.723,0.686,51.8,,
aa2ar,DLIGAND2,1.0,2.5,481,10862,109,12.067,0.729,2.687,0.508,11.071,0.033,0.025,2.5,,
abl1,DLIGAND2,1.0,7.49,180,9814,99,13.6,0.895,8.524,0.533,13.738,0.09,0.086,7.49,,
ace,DLIGAND2,1.0,2.99,278,17051,171,8.336,0.756,3.092,0.51,4.875,0.026,0.025,2.99,,
aces,DLIGAND2,1.0,0.75,441,25390,254,3.309,0.427,0.747,0.499,1.303,-0.003,-0.003,0.75,,
ada,DLIGAND2,1.0,0.39,93,5527,56,0.367,0.278,0.386,0.497,0.656,-0.008,-0.008,0.39,,
ada17,DLIGAND2,1.0,1.56,516,36010,361,8.07,0.611,1.573,0.503,2.235,0.007,0.007,1.56,,
adrb1,DLIGAND2,1.0,6.78,247,15925,160,16.825,0.882,7.459,0.529,10.516,0.073,0.071,6.78,,
adrb2,DLIGAND2,1.0,7.17,231,14649,147,16.62,0.888,7.957,0.531,11.306,0.079,0.077,7.17,,
akt1,DLIGAND2,1.0,9.24,292,16176,162,27.021,0.916,10.89,0.542,16.68,0.112,0.108,9.24,,
akt2,DLIGAND2,1.0,1.06,116,6745,68,1.24,0.515,1.061,0.5,1.823,0.001,0.001,1.06,,
aldr,DLIGAND2,1.0,0.45,158,9054,91,0.715,0.308,0.446,0.497,0.785,-0.007,-0.007,0.45,,
ampc,DLIGAND2,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,
andr,DLIGAND2,1.0,0.19,178,10025,101,0.341,0.158,0.187,0.496,0.337,-0.011,-0.011,0.19,,
aofb,DLIGAND2,1.0,3.57,121,6975,70,4.335,0.789,3.74,0.513,6.193,0.034,0.033,3.57,,
bace1,DLIGAND2,1.0,13.39,280,17898,179,37.496,0.943,16.673,0.563,20.948,0.157,0.153,13.39,,
braf,DLIGAND2,1.0,4.41,150,9887,99,6.624,0.823,4.655,0.517,6.691,0.043,0.042,4.41,,
cah2,DLIGAND2,1.0,0.36,492,31266,313,1.773,0.263,0.356,0.497,0.566,-0.008,-0.008,0.36,,
casp3,DLIGAND2,1.0,2.86,199,10828,109,5.729,0.748,2.963,0.51,5.256,0.026,0.025,2.86,,
cdk2,DLIGAND2,1.0,1.0,471,27755,278,4.718,0.5,1.0,0.5,1.697,0.0,0.0,1.0,,
comt,DLIGAND2,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,
cp2c9,DLIGAND2,1.0,6.59,120,7325,74,7.989,0.879,7.267,0.529,10.796,0.073,0.071,6.59,,
cp3a4,DLIGAND2,1.0,3.62,160,11766,118,5.809,0.79,3.756,0.513,4.923,0.031,0.031,3.62,,
csf1r,DLIGAND2,1.0,0.35,164,12006,121,0.578,0.258,0.347,0.497,0.478,-0.008,-0.008,0.35,,
cxcr4,DLIGAND2,1.0,0.0,39,3413,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,,
def,DLIGAND2,1.0,0.0,99,5758,58,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,
dhi1,DLIGAND2,1.0,0.39,329,19461,195,1.286,0.278,0.386,0.497,0.659,-0.008,-0.008,0.39,,
dpp4,DLIGAND2,1.0,1.02,532,40888,409,5.428,0.505,1.02,0.5,1.327,0.0,0.0,1.02,,
drd3,DLIGAND2,1.0,2.52,478,33326,334,12.072,0.72,2.577,0.508,3.614,0.018,0.018,2.52,,
dyr,DLIGAND2,1.0,3.37,231,17074,171,7.797,0.777,3.483,0.512,4.559,0.028,0.028,3.37,,
egfr,DLIGAND2,1.0,4.09,540,34875,349,22.102,0.811,4.299,0.516,6.333,0.039,0.038,4.09,,
esr1,DLIGAND2,1.0,19.28,375,20175,202,72.39,0.967,29.49,0.593,35.836,0.253,0.241,19.28,,
esr2,DLIGAND2,1.0,3.36,363,19336,194,12.237,0.779,3.519,0.512,6.308,0.033,0.031,3.36,,
fa10,DLIGAND2,1.0,3.53,537,20046,201,19.007,0.791,3.794,0.513,9.456,0.042,0.037,3.53,,
fa7,DLIGAND2,1.0,31.19,114,6114,62,36.057,0.987,73.149,0.656,58.156,0.421,0.402,31.19,,
fabp4,DLIGAND2,1.0,21.1,47,2518,26,10.24,0.972,34.16,0.606,39.384,0.283,0.271,21.1,,
fak1,DLIGAND2,1.0,0.0,99,5388,54,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,
fgfr1,DLIGAND2,1.0,3.05,129,435,5,4.522,0.957,22.462,0.517,90.448,0.144,0.046,3.05,,
fkb1a,DLIGAND2,1.0,6.61,111,5887,59,7.353,0.881,7.409,0.529,12.463,0.078,0.074,6.61,,
fnta,DLIGAND2,1.0,15.02,589,51372,514,88.516,0.947,17.937,0.571,17.221,0.152,0.151,15.02,,
fpps,DLIGAND2,1.0,0.0,85,8817,89,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,
gcr,DLIGAND2,1.0,0.36,183,12612,127,0.663,0.263,0.357,0.497,0.522,-0.008,-0.008,0.36,,
glcm,DLIGAND2,1.0,0.0,54,3834,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,,
gria2,DLIGAND2,1.0,1.01,158,11662,117,1.601,0.503,1.01,0.5,1.368,0.0,0.0,1.01,,
grik1,DLIGAND2,1.0,0.0,101,6620,67,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,,
hdac2,DLIGAND2,1.0,5.47,180,10352,104,9.892,0.856,5.94,0.523,9.511,0.06,0.058,5.47,,
hdac8,DLIGAND2,1.0,0.0,164,10481,105,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,,
hivint,DLIGAND2,1.0,12.37,100,6673,67,12.42,0.937,14.957,0.558,18.537,0.141,0.138,12.37,,
hivpr,DLIGAND2,1.0,13.35,519,35905,360,69.47,0.942,16.303,0.563,19.297,0.151,0.148,13.35,,
hivrt,DLIGAND2,1.0,0.16,337,18737,188,0.541,0.136,0.158,0.496,0.288,-0.011,-0.011,0.16,,
hmdh,DLIGAND2,1.0,8.41,168,8878,89,14.164,0.908,9.812,0.538,15.914,0.104,0.098,8.41,,
hs90a,DLIGAND2,1.0,0.0,86,4840,49,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,
hxk4,DLIGAND2,1.0,0.78,91,4720,48,0.722,0.437,0.777,0.499,1.504,-0.003,-0.003,0.78,,
igf1r,DLIGAND2,1.0,9.26,147,9044,91,13.696,0.915,10.723,0.542,15.051,0.107,0.104,9.26,,
inha,DLIGAND2,1.0,0.0,43,2329,24,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,
ital,DLIGAND2,1.0,0.0,136,8377,84,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,
jak2,DLIGAND2,1.0,9.22,106,6465,65,9.826,0.914,10.684,0.542,15.117,0.107,0.104,9.22,,
kif11,DLIGAND2,1.0,0.51,116,6837,69,0.597,0.336,0.506,0.497,0.865,-0.006,-0.006,0.51,,
kit,DLIGAND2,1.0,3.56,165,10323,104,5.918,0.788,3.714,0.513,5.69,0.033,0.032,3.56,,
kith,DLIGAND2,1.0,2.31,57,2894,29,1.319,0.703,2.372,0.507,4.55,0.019,0.018,2.31,,
kpcb,DLIGAND2,1.0,19.37,126,8611,87,24.658,0.964,26.636,0.594,28.343,0.226,0.222,19.37,,
lck,DLIGAND2,1.0,4.83,416,27305,274,20.163,0.837,5.134,0.52,7.359,0.048,0.047,4.83,,
lkha4,DLIGAND2,1.0,4.94,170,7992,80,8.406,0.844,5.403,0.52,10.508,0.058,0.054,4.94,,
mapk2,DLIGAND2,1.0,1.46,100,6155,62,1.471,0.595,1.471,0.502,2.372,0.006,0.006,1.46,,
mcr,DLIGAND2,1.0,2.6,38,2490,25,0.992,0.727,2.666,0.508,3.968,0.02,0.02,2.6,,
met,DLIGAND2,1.0,0.82,165,11027,111,1.362,0.45,0.818,0.499,1.227,-0.002,-0.002,0.82,,
mk01,DLIGAND2,1.0,1.44,78,4485,45,1.127,0.592,1.451,0.502,2.504,0.006,0.006,1.44,,
mk10,DLIGAND2,1.0,3.75,103,6558,66,3.887,0.797,3.922,0.514,5.89,0.035,0.034,3.75,,
mk14,DLIGAND2,1.0,3.61,578,35731,358,20.906,0.79,3.772,0.513,5.84,0.034,0.033,3.61,,
mmp13,DLIGAND2,1.0,2.6,567,37374,374,14.752,0.727,2.666,0.508,3.944,0.02,0.02,2.6,,
mp2k1,DLIGAND2,1.0,9.93,120,8089,81,11.932,0.92,11.473,0.545,14.731,0.11,0.108,9.93,,
nos1,DLIGAND2,1.0,1.72,100,8044,81,1.732,0.634,1.736,0.504,2.138,0.008,0.008,1.72,,
nram,DLIGAND2,1.0,0.45,98,4300,43,0.441,0.308,0.444,0.497,1.026,-0.008,-0.008,0.45,,
pa2ga,DLIGAND2,1.0,4.7,98,5212,53,4.684,0.835,5.059,0.519,8.837,0.052,0.049,4.7,,
parp1,DLIGAND2,1.0,1.62,507,30174,302,8.22,0.621,1.637,0.503,2.722,0.008,0.008,1.62,,
pde5a,DLIGAND2,1.0,3.54,379,27420,275,13.456,0.786,3.671,0.513,4.893,0.03,0.03,3.54,,
pgh1,DLIGAND2,1.0,0.8,174,9195,92,1.393,0.443,0.797,0.499,1.514,-0.003,-0.003,0.8,,
pgh2,DLIGAND2,1.0,0.75,365,17398,174,2.738,0.427,0.746,0.499,1.573,-0.004,-0.003,0.75,,
plk1,DLIGAND2,1.0,0.0,106,6789,68,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,,
pnph,DLIGAND2,1.0,2.14,103,7010,71,2.232,0.685,2.177,0.506,3.144,0.014,0.014,2.14,,
ppara,DLIGAND2,1.0,5.51,371,16295,163,20.448,0.86,6.157,0.523,12.545,0.069,0.064,5.51,,
ppard,DLIGAND2,1.0,2.08,239,11497,115,4.972,0.68,2.129,0.506,4.324,0.016,0.015,2.08,,
pparg,DLIGAND2,1.0,9.83,482,24949,250,47.477,0.922,11.9,0.545,18.991,0.125,0.118,9.83,,
prgr,DLIGAND2,1.0,1.57,223,12892,129,3.503,0.613,1.586,0.503,2.716,0.008,0.007,1.57,,
ptn1,DLIGAND2,1.0,9.33,128,7312,74,12.086,0.916,10.956,0.543,16.333,0.112,0.108,9.33,,
pur2,DLIGAND2,1.0,0.5,50,2717,28,0.258,0.331,0.495,0.497,0.92,-0.007,-0.007,0.5,,
pygm,DLIGAND2,1.0,0.88,77,3978,40,0.681,0.467,0.878,0.499,1.703,-0.002,-0.002,0.88,,
pyrd,DLIGAND2,1.0,2.24,109,6070,61,2.454,0.696,2.292,0.506,4.022,0.017,0.016,2.24,,
reni,DLIGAND2,1.0,6.0,104,7010,71,6.32,0.866,6.489,0.526,8.902,0.062,0.061,6.0,,
rock1,DLIGAND2,1.0,0.0,99,6263,63,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,,
rxra,DLIGAND2,1.0,5.53,113,4673,47,6.285,0.862,6.229,0.523,13.372,0.072,0.065,5.53,,
sahh,DLIGAND2,1.0,0.0,63,3477,35,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,
src,DLIGAND2,1.0,2.29,519,34158,342,11.9,0.7,2.337,0.507,3.479,0.016,0.016,2.29,,
tgfr1,DLIGAND2,1.0,2.5,133,8465,85,3.339,0.719,2.561,0.508,3.928,0.019,0.019,2.5,,
thb,DLIGAND2,1.0,0.0,97,4975,50,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,
thrb,DLIGAND2,1.0,4.18,452,26837,269,18.938,0.816,4.421,0.516,7.04,0.042,0.04,4.18,,
try1,DLIGAND2,1.0,11.73,439,21780,218,51.542,0.938,15.052,0.555,23.643,0.155,0.145,11.73,,
tryb1,DLIGAND2,1.0,12.81,148,7660,77,19.058,0.943,16.694,0.561,24.75,0.167,0.158,12.81,,
tysy,DLIGAND2,1.0,1.62,109,6758,68,1.777,0.621,1.637,0.503,2.613,0.008,0.008,1.62,,
urok,DLIGAND2,1.0,17.65,162,9687,97,28.631,0.961,24.623,0.585,29.517,0.218,0.211,17.65,,
vgfr2,DLIGAND2,1.0,7.59,379,17864,179,28.824,0.899,8.855,0.534,16.103,0.098,0.091,7.59,,
wee1,DLIGAND2,1.0,4.37,102,6123,62,4.513,0.823,4.635,0.517,7.28,0.044,0.043,4.37,,
xiap,DLIGAND2,1.0,11.57,99,5117,52,11.64,0.936,14.618,0.555,22.385,0.15,0.143,11.57,,
aa2ar,X-Score,1.0,1.31,481,10862,109,6.323,0.571,1.329,0.502,5.801,0.007,0.005,1.31,,
abl1,X-Score,1.0,15.2,180,9814,99,27.6,0.954,20.689,0.573,27.879,0.196,0.187,15.2,,
ace,X-Score,1.0,3.79,278,17051,171,10.566,0.799,3.974,0.514,6.179,0.036,0.035,3.79,,
aces,X-Score,1.0,1.51,441,25390,254,6.662,0.604,1.524,0.503,2.623,0.007,0.007,1.51,,
ada,X-Score,1.0,0.0,93,5527,56,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,
ada17,X-Score,1.0,2.19,516,36010,361,11.329,0.69,2.229,0.506,3.138,0.014,0.014,2.19,,
adrb1,X-Score,1.0,3.36,247,15925,160,8.338,0.777,3.49,0.512,5.211,0.03,0.029,3.36,,
adrb2,X-Score,1.0,0.91,231,14649,147,2.109,0.476,0.909,0.5,1.435,-0.001,-0.001,0.91,,
akt1,X-Score,1.0,1.67,292,16176,162,4.884,0.628,1.691,0.503,3.015,0.009,0.009,1.67,,
akt2,X-Score,1.0,5.04,116,6745,68,5.894,0.844,5.423,0.521,8.668,0.054,0.052,5.04,,
aldr,X-Score,1.0,0.0,158,9054,91,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,
ampc,X-Score,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,
andr,X-Score,1.0,0.76,178,10025,101,1.363,0.431,0.757,0.499,1.349,-0.003,-0.003,0.76,,
aofb,X-Score,1.0,1.84,121,6975,70,2.234,0.651,1.868,0.504,3.192,0.011,0.011,1.84,,
bace1,X-Score,1.0,13.8,280,17898,179,38.644,0.945,17.324,0.565,21.589,0.162,0.158,13.8,,
braf,X-Score,1.0,9.18,150,9887,99,13.788,0.913,10.504,0.542,13.927,0.102,0.1,9.18,,
cah2,X-Score,1.0,3.47,492,31266,313,17.091,0.783,3.613,0.513,5.46,0.031,0.031,3.47,,
casp3,X-Score,1.0,0.29,199,10828,109,0.581,0.223,0.286,0.496,0.533,-0.01,-0.009,0.29,,
cdk2,X-Score,1.0,0.53,471,27755,278,2.5,0.345,0.526,0.498,0.899,-0.006,-0.006,0.53,,
comt,X-Score,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,
cp2c9,X-Score,1.0,4.94,120,7325,74,5.989,0.841,5.287,0.52,8.093,0.051,0.05,4.94,,
cp3a4,X-Score,1.0,2.25,160,11766,118,3.61,0.696,2.289,0.506,3.06,0.015,0.015,2.25,,
csf1r,X-Score,1.0,2.11,164,12006,121,3.487,0.682,2.143,0.506,2.882,0.013,0.013,2.11,,
cxcr4,X-Score,1.0,0.0,39,3413,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,,
def,X-Score,1.0,0.0,99,5758,58,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,,
dhi1,X-Score,1.0,3.19,329,19461,195,10.516,0.768,3.315,0.511,5.393,0.029,0.028,3.19,,
dpp4,X-Score,1.0,0.48,532,40888,409,2.554,0.323,0.477,0.497,0.625,-0.006,-0.006,0.48,,
drd3,X-Score,1.0,2.2,478,33326,334,10.539,0.691,2.239,0.506,3.155,0.015,0.014,2.2,,
dyr,X-Score,1.0,2.69,231,17074,171,6.223,0.734,2.754,0.509,3.639,0.02,0.02,2.69,,
egfr,X-Score,1.0,1.1,540,34875,349,5.944,0.524,1.102,0.501,1.703,0.001,0.001,1.1,,
esr1,X-Score,1.0,12.77,375,20175,202,47.947,0.943,16.433,0.56,23.736,0.163,0.155,12.77,,
esr2,X-Score,1.0,3.77,363,19336,194,13.73,0.799,3.981,0.514,7.078,0.039,0.037,3.77,,
fa10,X-Score,1.0,11.28,537,20046,201,60.737,0.94,15.731,0.553,30.217,0.172,0.152,11.28,,
fa7,X-Score,1.0,9.6,114,6114,62,11.098,0.92,11.475,0.544,17.9,0.12,0.114,9.6,,
fabp4,X-Score,1.0,10.55,47,2518,26,5.12,0.928,12.892,0.55,19.692,0.135,0.129,10.55,,
fak1,X-Score,1.0,0.0,99,5388,54,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,,
fgfr1,X-Score,1.0,1.02,129,435,5,1.512,0.507,1.029,0.5,30.248,0.001,0.0,1.02,,
fkb1a,X-Score,1.0,2.36,111,5887,59,2.625,0.708,2.423,0.507,4.45,0.019,0.018,2.36,,
fnta,X-Score,1.0,3.85,589,51372,514,22.689,0.799,3.982,0.514,4.414,0.031,0.031,3.85,,
fpps,X-Score,1.0,0.0,85,8817,89,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,,
gcr,X-Score,1.0,0.9,183,12612,127,1.658,0.473,0.899,0.499,1.306,-0.001,-0.001,0.9,,
glcm,X-Score,1.0,18.01,54,3834,39,9.893,0.96,23.791,0.588,25.366,0.206,0.203,18.01,,
