Target,Model,EF1,AUC_ROC,AUC,BEDROC,Source
pygm,OnionNet-SCFT+Vina,0,,0.58,,https://doi.org/10.1093/bib/bbac051
pyrd,OnionNet-SCFT+Vina,16.11,,0.77,,https://doi.org/10.1093/bib/bbac051
reni,OnionNet-SCFT+Vina,18.16,,0.70,,https://doi.org/10.1093/bib/bbac051
rock1,OnionNet-SCFT+Vina,16.99,,0.87,,https://doi.org/10.1093/bib/bbac051
rxra,OnionNet-SCFT+Vina,45.58,,0.79,,https://doi.org/10.1093/bib/bbac051
sahh,OnionNet-SCFT+Vina,27.08,,0.91,,https://doi.org/10.1093/bib/bbac051
src,OnionNet-SCFT+Vina,3.05,,0.54,,https://doi.org/10.1093/bib/bbac051
tgfr1,OnionNet-SCFT+Vina,20.37,,0.88,,https://doi.org/10.1093/bib/bbac051
thb,OnionNet-SCFT+Vina,41.02,,0.87,,https://doi.org/10.1093/bib/bbac051
thrb,OnionNet-SCFT+Vina,10.20,,0.42,,https://doi.org/10.1093/bib/bbac051
try1,OnionNet-SCFT+Vina,38.92,,0.89,,https://doi.org/10.1093/bib/bbac051
tryb1,OnionNet-SCFT+Vina,14.85,,0.71,,https://doi.org/10.1093/bib/bbac051
tysy,OnionNet-SCFT+Vina,14.78,,0.76,,https://doi.org/10.1093/bib/bbac051
urok,OnionNet-SCFT+Vina,36.43,,0.89,,https://doi.org/10.1093/bib/bbac051
vgfr2,OnionNet-SCFT+Vina,5.14,,0.48,,https://doi.org/10.1093/bib/bbac051
wee1,OnionNet-SCFT+Vina,61.27,,0.96,,https://doi.org/10.1093/bib/bbac051
xiap,OnionNet-SCFT+Vina,28.24,,0.85,,https://doi.org/10.1093/bib/bbac051
aa2ar,OnionNet-SCFT+Gnina,2.49,,0.61,,https://doi.org/10.1093/bib/bbac051
abl1,OnionNet-SCFT+Gnina,12.12,,0.75,,https://doi.org/10.1093/bib/bbac051
ace,OnionNet-SCFT+Gnina,24.17,,0.81,,https://doi.org/10.1093/bib/bbac051
aces,OnionNet-SCFT+Gnina,23.39,,0.65,,https://doi.org/10.1093/bib/bbac051
ada,OnionNet-SCFT+Gnina,23.84,,0.83,,https://doi.org/10.1093/bib/bbac051
ada17,OnionNet-SCFT+Gnina,1.13,,0.56,,https://doi.org/10.1093/bib/bbac051
adrb1,OnionNet-SCFT+Gnina,8.50,,0.66,,https://doi.org/10.1093/bib/bbac051
adrb2,OnionNet-SCFT+Gnina,8.67,,0.69,,https://doi.org/10.1093/bib/bbac051
akt1,OnionNet-SCFT+Gnina,16.06,,0.77,,https://doi.org/10.1093/bib/bbac051
akt2,OnionNet-SCFT+Gnina,24.82,,0.76,,https://doi.org/10.1093/bib/bbac051
aldr,OnionNet-SCFT+Gnina,11.26,,0.62,,https://doi.org/10.1093/bib/bbac051
ampc,OnionNet-SCFT+Gnina,18.62,,0.76,,https://doi.org/10.1093/bib/bbac051
andr,OnionNet-SCFT+Gnina,12.28,,0.68,,https://doi.org/10.1093/bib/bbac051
aofb,OnionNet-SCFT+Gnina,1.64,,0.49,,https://doi.org/10.1093/bib/bbac051
bace1,OnionNet-SCFT+Gnina,32.09,,0.88,,https://doi.org/10.1093/bib/bbac051
braf,OnionNet-SCFT+Gnina,19.07,,0.77,,https://doi.org/10.1093/bib/bbac051
cah2,OnionNet-SCFT+Gnina,51.06,,0.93,,https://doi.org/10.1093/bib/bbac051
casp3,OnionNet-SCFT+Gnina,2.01,,0.57,,https://doi.org/10.1093/bib/bbac051
cdk2,OnionNet-SCFT+Gnina,6.96,,0.73,,https://doi.org/10.1093/bib/bbac051
comt,OnionNet-SCFT+Gnina,17.03,,0.76,,https://doi.org/10.1093/bib/bbac051
cp2c9,OnionNet-SCFT+Gnina,12.44,,0.66,,https://doi.org/10.1093/bib/bbac051
cp3a4,OnionNet-SCFT+Gnina,5.87,,0.65,,https://doi.org/10.1093/bib/bbac051
csf1r,OnionNet-SCFT+Gnina,10.25,,0.69,,https://doi.org/10.1093/bib/bbac051
cxcr4,OnionNet-SCFT+Gnina,50.68,,0.88,,https://doi.org/10.1093/bib/bbac051
def,OnionNet-SCFT+Gnina,0,,0.75,,https://doi.org/10.1093/bib/bbac051
dhi1,OnionNet-SCFT+Gnina,0.91,,0.61,,https://doi.org/10.1093/bib/bbac051
dpp4,OnionNet-SCFT+Gnina,20.47,,0.75,,https://doi.org/10.1093/bib/bbac051
drd3,OnionNet-SCFT+Gnina,0.83,,0.52,,https://doi.org/10.1093/bib/bbac051
dyr,OnionNet-SCFT+Gnina,40.69,,0.96,,https://doi.org/10.1093/bib/bbac051
egfr,OnionNet-SCFT+Gnina,16.03,,0.75,,https://doi.org/10.1093/bib/bbac051
esr1,OnionNet-SCFT+Gnina,26.17,,0.77,,https://doi.org/10.1093/bib/bbac051
esr2,OnionNet-SCFT+Gnina,10.93,,0.71,,https://doi.org/10.1093/bib/bbac051
fa10,OnionNet-SCFT+Gnina,32.71,,0.88,,https://doi.org/10.1093/bib/bbac051
fa7,OnionNet-SCFT+Gnina,54.04,,0.97,,https://doi.org/10.1093/bib/bbac051
fabp4,OnionNet-SCFT+Gnina,4.25,,0.82,,https://doi.org/10.1093/bib/bbac051
fak1,OnionNet-SCFT+Gnina,3.03,,0.59,,https://doi.org/10.1093/bib/bbac051
fgfr1,OnionNet-SCFT+Gnina,0,,0.49,,https://doi.org/10.1093/bib/bbac051
fkb1a,OnionNet-SCFT+Gnina,7.22,,0.56,,https://doi.org/10.1093/bib/bbac051
fnta,OnionNet-SCFT+Gnina,15.04,,0.68,,https://doi.org/10.1093/bib/bbac051
fpps,OnionNet-SCFT+Gnina,3.53,,0.81,,https://doi.org/10.1093/bib/bbac051
gcr,OnionNet-SCFT+Gnina,4.66,,0.62,,https://doi.org/10.1093/bib/bbac051
glcm,OnionNet-SCFT+Gnina,9.15,,0.50,,https://doi.org/10.1093/bib/bbac051
gria2,OnionNet-SCFT+Gnina,8.85,,0.78,,https://doi.org/10.1093/bib/bbac051
grik1,OnionNet-SCFT+Gnina,13.96,,0.86,,https://doi.org/10.1093/bib/bbac051
hdac2,OnionNet-SCFT+Gnina,2.70,,0.51,,https://doi.org/10.1093/bib/bbac051
hdac8,OnionNet-SCFT+Gnina,1.18,,0.67,,https://doi.org/10.1093/bib/bbac051
hivint,OnionNet-SCFT+Gnina,3.02,,0.55,,https://doi.org/10.1093/bib/bbac051
hivpr,OnionNet-SCFT+Gnina,10.27,,0.72,,https://doi.org/10.1093/bib/bbac051
hivrt,OnionNet-SCFT+Gnina,21.32,,0.76,,https://doi.org/10.1093/bib/bbac051
hmdh,OnionNet-SCFT+Gnina,37.70,,0.91,,https://doi.org/10.1093/bib/bbac051
hs90a,OnionNet-SCFT+Gnina,24.04,,0.81,,https://doi.org/10.1093/bib/bbac051
hxk4,OnionNet-SCFT+Gnina,17.35,,0.88,,https://doi.org/10.1093/bib/bbac051
igf1r,OnionNet-SCFT+Gnina,21.71,,0.82,,https://doi.org/10.1093/bib/bbac051
inha,OnionNet-SCFT+Gnina,0,,0.54,,https://doi.org/10.1093/bib/bbac051
ital,OnionNet-SCFT+Gnina,6.54,,0.68,,https://doi.org/10.1093/bib/bbac051
jak2,OnionNet-SCFT+Gnina,15.89,,0.75,,https://doi.org/10.1093/bib/bbac051
kif11,OnionNet-SCFT+Gnina,44.60,,0.88,,https://doi.org/10.1093/bib/bbac051
kit,OnionNet-SCFT+Gnina,1.21,,0.57,,https://doi.org/10.1093/bib/bbac051
kith,OnionNet-SCFT+Gnina,29.90,,0.80,,https://doi.org/10.1093/bib/bbac051
kpcb,OnionNet-SCFT+Gnina,31.95,,0.74,,https://doi.org/10.1093/bib/bbac051
lck,OnionNet-SCFT+Gnina,11.90,,0.69,,https://doi.org/10.1093/bib/bbac051
lkha4,OnionNet-SCFT+Gnina,28.13,,0.91,,https://doi.org/10.1093/bib/bbac051
mapk2,OnionNet-SCFT+Gnina,4.99,,0.75,,https://doi.org/10.1093/bib/bbac051
mcr,OnionNet-SCFT+Gnina,10.72,,0.64,,https://doi.org/10.1093/bib/bbac051
met,OnionNet-SCFT+Gnina,37.37,,0.84,,https://doi.org/10.1093/bib/bbac051
mk01,OnionNet-SCFT+Gnina,26.74,,0.63,,https://doi.org/10.1093/bib/bbac051
mk10,OnionNet-SCFT+Gnina,5.77,,0.72,,https://doi.org/10.1093/bib/bbac051
mk14,OnionNet-SCFT+Gnina,11.41,,0.61,,https://doi.org/10.1093/bib/bbac051
mmp13,OnionNet-SCFT+Gnina,25.17,,0.80,,https://doi.org/10.1093/bib/bbac051
mp2k1,OnionNet-SCFT+Gnina,4.12,,0.70,,https://doi.org/10.1093/bib/bbac051
nos1,OnionNet-SCFT+Gnina,2.98,,0.57,,https://doi.org/10.1093/bib/bbac051
nram,OnionNet-SCFT+Gnina,29.58,,0.93,,https://doi.org/10.1093/bib/bbac051
pa2ga,OnionNet-SCFT+Gnina,51.96,,0.89,,https://doi.org/10.1093/bib/bbac051
parp1,OnionNet-SCFT+Gnina,18.14,,0.83,,https://doi.org/10.1093/bib/bbac051
pde5a,OnionNet-SCFT+Gnina,3.52,,0.70,,https://doi.org/10.1093/bib/bbac051
pgh1,OnionNet-SCFT+Gnina,6.15,,0.63,,https://doi.org/10.1093/bib/bbac051
pgh2,OnionNet-SCFT+Gnina,0.92,,0.59,,https://doi.org/10.1093/bib/bbac051
plk1,OnionNet-SCFT+Gnina,15.90,,0.80,,https://doi.org/10.1093/bib/bbac051
pnph,OnionNet-SCFT+Gnina,57.87,,0.96,,https://doi.org/10.1093/bib/bbac051
ppara,OnionNet-SCFT+Gnina,19.87,,0.84,,https://doi.org/10.1093/bib/bbac051
ppard,OnionNet-SCFT+Gnina,27.83,,0.86,,https://doi.org/10.1093/bib/bbac051
pparg,OnionNet-SCFT+Gnina,28.14,,0.82,,https://doi.org/10.1093/bib/bbac051
prgr,OnionNet-SCFT+Gnina,10.26,,0.68,,https://doi.org/10.1093/bib/bbac051
ptn1,OnionNet-SCFT+Gnina,32.96,,0.83,,https://doi.org/10.1093/bib/bbac051
pur2,OnionNet-SCFT+Gnina,54.88,,0.99,,https://doi.org/10.1093/bib/bbac051
pygm,OnionNet-SCFT+Gnina,0,,0.45,,https://doi.org/10.1093/bib/bbac051
pyrd,OnionNet-SCFT+Gnina,6.27,,0.68,,https://doi.org/10.1093/bib/bbac051
reni,OnionNet-SCFT+Gnina,21.99,,0.77,,https://doi.org/10.1093/bib/bbac051
rock1,OnionNet-SCFT+Gnina,25.99,,0.89,,https://doi.org/10.1093/bib/bbac051
rxra,OnionNet-SCFT+Gnina,44.06,,0.81,,https://doi.org/10.1093/bib/bbac051
sahh,OnionNet-SCFT+Gnina,0,,0.79,,https://doi.org/10.1093/bib/bbac051
src,OnionNet-SCFT+Gnina,1.34,,0.71,,https://doi.org/10.1093/bib/bbac051
tgfr1,OnionNet-SCFT+Gnina,24.15,,0.89,,https://doi.org/10.1093/bib/bbac051
thb,OnionNet-SCFT+Gnina,54.69,,0.90,,https://doi.org/10.1093/bib/bbac051
thrb,OnionNet-SCFT+Gnina,5.64,,0.73,,https://doi.org/10.1093/bib/bbac051
try1,OnionNet-SCFT+Gnina,47.15,,0.91,,https://doi.org/10.1093/bib/bbac051
tryb1,OnionNet-SCFT+Gnina,21.60,,0.68,,https://doi.org/10.1093/bib/bbac051
tysy,OnionNet-SCFT+Gnina,17.55,,0.78,,https://doi.org/10.1093/bib/bbac051
urok,OnionNet-SCFT+Gnina,45.08,,0.95,,https://doi.org/10.1093/bib/bbac051
vgfr2,OnionNet-SCFT+Gnina,17.38,,0.77,,https://doi.org/10.1093/bib/bbac051
wee1,OnionNet-SCFT+Gnina,61.27,,0.98,,https://doi.org/10.1093/bib/bbac051
xiap,OnionNet-SCFT+Gnina,46.40,,0.94,,https://doi.org/10.1093/bib/bbac051
aa2ar,GlideSP@GlideSP,13.98,0.806,0.481,0.346,https://doi.org/10.1093/bib/bbaa070
abl1,GlideSP@GlideSP,16.07,0.761,0.500,0.371,https://doi.org/10.1093/bib/bbaa070
ace,GlideSP@GlideSP,18.85,0.839,0.520,0.630,https://doi.org/10.1093/bib/bbaa070
aces,GlideSP@GlideSP,8.27,0.604,0.320,0.195,https://doi.org/10.1093/bib/bbaa070
ada,GlideSP@GlideSP,2.26,0.511,0.291,0.101,https://doi.org/10.1093/bib/bbaa070
ada17,GlideSP@GlideSP,23.91,0.848,0.500,0.519,https://doi.org/10.1093/bib/bbaa070
adrb1,GlideSP@GlideSP,9.78,0.740,0.413,0.262,https://doi.org/10.1093/bib/bbaa070
adrb2,GlideSP@GlideSP,17.87,0.806,0.455,0.464,https://doi.org/10.1093/bib/bbaa070
akt1,GlideSP@GlideSP,9.69,0.740,0.421,0.236,https://doi.org/10.1093/bib/bbaa070
akt2,GlideSP@GlideSP,14.26,0.785,0.492,0.363,https://doi.org/10.1093/bib/bbaa070
aldr,GlideSP@GlideSP,24.63,0.766,0.431,0.478,https://doi.org/10.1093/bib/bbaa070
ampc,GlideSP@GlideSP,3.17,0.625,0.380,0.063,https://doi.org/10.1093/bib/bbaa070
andr,GlideSP@GlideSP,19.77,0.829,0.453,0.500,https://doi.org/10.1093/bib/bbaa070
aofb,GlideSP@GlideSP,3.59,0.712,0.413,0.133,https://doi.org/10.1093/bib/bbaa070
bace1,GlideSP@GlideSP,8.73,0.731,0.422,0.212,https://doi.org/10.1093/bib/bbaa070
braf,GlideSP@GlideSP,24.29,0.850,0.556,0.535,https://doi.org/10.1093/bib/bbaa070
cah2,GlideSP@GlideSP,0.73,0.493,0.273,0.023,https://doi.org/10.1093/bib/bbaa070
casp3,GlideSP@GlideSP,19.69,0.772,0.433,0.507,https://doi.org/10.1093/bib/bbaa070
cdk2,GlideSP@GlideSP,16.19,0.839,0.513,0.421,https://doi.org/10.1093/bib/bbaa070
comt,GlideSP@GlideSP,0,0.712,0.524,0.009,https://doi.org/10.1093/bib/bbaa070
cp2c9,GlideSP@GlideSP,3.84,0.577,0.321,0.076,https://doi.org/10.1093/bib/bbaa070
cp3a4,GlideSP@GlideSP,2.01,0.609,0.357,0.080,https://doi.org/10.1093/bib/bbaa070
csf1r,GlideSP@GlideSP,18.41,0.742,0.404,0.352,https://doi.org/10.1093/bib/bbaa070
cxcr4,GlideSP@GlideSP,0,0.525,0.307,0.003,https://doi.org/10.1093/bib/bbaa070
def,GlideSP@GlideSP,18.20,0.943,0.713,0.510,https://doi.org/10.1093/bib/bbaa070
dhi1,GlideSP@GlideSP,8.17,0.696,0.405,0.203,https://doi.org/10.1093/bib/bbaa070
dpp4,GlideSP@GlideSP,15.65,0.711,0.383,0.362,https://doi.org/10.1093/bib/bbaa070
drd3,GlideSP@GlideSP,1.83,0.655,0.389,0.057,https://doi.org/10.1093/bib/bbaa070
dyr,GlideSP@GlideSP,14.05,0.709,0.381,0.361,https://doi.org/10.1093/bib/bbaa070
egfr,GlideSP@GlideSP,19.59,0.782,0.477,0.403,https://doi.org/10.1093/bib/bbaa070
esr1,GlideSP@GlideSP,34.09,0.845,0.452,0.818,https://doi.org/10.1093/bib/bbaa070
esr2,GlideSP@GlideSP,33.50,0.881,0.493,0.829,https://doi.org/10.1093/bib/bbaa070
fa10,GlideSP@GlideSP,24.38,0.901,0.560,0.802,https://doi.org/10.1093/bib/bbaa070
fa7,GlideSP@GlideSP,32.52,0.959,0.764,0.872,https://doi.org/10.1093/bib/bbaa070
fabp4,GlideSP@GlideSP,41.43,0.887,0.505,0.751,https://doi.org/10.1093/bib/bbaa070
fak1,GlideSP@GlideSP,31.82,0.817,0.467,0.583,https://doi.org/10.1093/bib/bbaa070
fgfr1,GlideSP@GlideSP,0.44,0.501,0.234,0.200,https://doi.org/10.1093/bib/bbaa070
fkb1a,GlideSP@GlideSP,6.93,0.586,0.310,0.237,https://doi.org/10.1093/bib/bbaa070
fnta,GlideSP@GlideSP,2.06,0.549,0.309,0.069,https://doi.org/10.1093/bib/bbaa070
fpps,GlideSP@GlideSP,0.96,0.530,0.355,0.020,https://doi.org/10.1093/bib/bbaa070
gcr,GlideSP@GlideSP,14.65,0.713,0.392,0.311,https://doi.org/10.1093/bib/bbaa070
glcm,GlideSP@GlideSP,6.99,0.681,0.362,0.416,https://doi.org/10.1093/bib/bbaa070
gria2,GlideSP@GlideSP,2.06,0.642,0.372,0.079,https://doi.org/10.1093/bib/bbaa070
grik1,GlideSP@GlideSP,8.47,0.825,0.630,0.211,https://doi.org/10.1093/bib/bbaa070
hdac2,GlideSP@GlideSP,17.32,0.812,0.627,0.337,https://doi.org/10.1093/bib/bbaa070
hdac8,GlideSP@GlideSP,7.14,0.907,0.708,0.157,https://doi.org/10.1093/bib/bbaa070
hivint,GlideSP@GlideSP,2.36,0.671,0.400,0.085,https://doi.org/10.1093/bib/bbaa070
hivpr,GlideSP@GlideSP,4.16,0.585,0.326,0.137,https://doi.org/10.1093/bib/bbaa070
hivrt,GlideSP@GlideSP,17.38,0.760,0.409,0.412,https://doi.org/10.1093/bib/bbaa070
hmdh,GlideSP@GlideSP,21.37,0.824,0.511,0.561,https://doi.org/10.1093/bib/bbaa070
hs90a,GlideSP@GlideSP,0.83,0.668,0.357,0.075,https://doi.org/10.1093/bib/bbaa070
hxk4,GlideSP@GlideSP,16.52,0.630,0.361,0.327,https://doi.org/10.1093/bib/bbaa070
igf1r,GlideSP@GlideSP,20.39,0.780,0.468,0.417,https://doi.org/10.1093/bib/bbaa070
inha,GlideSP@GlideSP,18.68,0.624,0.364,0.375,https://doi.org/10.1093/bib/bbaa070
ital,GlideSP@GlideSP,7.86,0.652,0.372,0.176,https://doi.org/10.1093/bib/bbaa070
jak2,GlideSP@GlideSP,23.11,0.892,0.566,0.528,https://doi.org/10.1093/bib/bbaa070
kif11,GlideSP@GlideSP,20.77,0.869,0.542,0.522,https://doi.org/10.1093/bib/bbaa070
kit,GlideSP@GlideSP,4.78,0.687,0.419,0.113,https://doi.org/10.1093/bib/bbaa070
kith,GlideSP@GlideSP,22.60,0.895,0.592,0.934,https://doi.org/10.1093/bib/bbaa070
kpcb,GlideSP@GlideSP,33.80,0.758,0.403,0.647,https://doi.org/10.1093/bib/bbaa070
lck,GlideSP@GlideSP,22.71,0.837,0.493,0.496,https://doi.org/10.1093/bib/bbaa070
lkha4,GlideSP@GlideSP,16.99,0.877,0.558,0.452,https://doi.org/10.1093/bib/bbaa070
mapk2,GlideSP@GlideSP,21.87,0.819,0.483,0.623,https://doi.org/10.1093/bib/bbaa070
mcr,GlideSP@GlideSP,19.53,0.791,0.465,0.471,https://doi.org/10.1093/bib/bbaa070
met,GlideSP@GlideSP,38.22,0.880,0.609,0.659,https://doi.org/10.1093/bib/bbaa070
mk01,GlideSP@GlideSP,5.73,0.853,0.521,0.202,https://doi.org/10.1093/bib/bbaa070
mk10,GlideSP@GlideSP,5.92,0.745,0.480,0.151,https://doi.org/10.1093/bib/bbaa070
mk14,GlideSP@GlideSP,15.31,0.633,0.347,0.329,https://doi.org/10.1093/bib/bbaa070
mmp13,GlideSP@GlideSP,20.71,0.761,0.404,0.453,https://doi.org/10.1093/bib/bbaa070
mp2k1,GlideSP@GlideSP,1.66,0.715,0.451,0.086,https://doi.org/10.1093/bib/bbaa070
nos1,GlideSP@GlideSP,1.71,0.558,0.310,0.050,https://doi.org/10.1093/bib/bbaa070
nram,GlideSP@GlideSP,23.54,0.850,0.499,0.683,https://doi.org/10.1093/bib/bbaa070
pa2ga,GlideSP@GlideSP,31.64,0.729,0.368,0.573,https://doi.org/10.1093/bib/bbaa070
parp1,GlideSP@GlideSP,38.01,0.952,0.690,0.836,https://doi.org/10.1093/bib/bbaa070
pde5a,GlideSP@GlideSP,1.48,0.716,0.459,0.043,https://doi.org/10.1093/bib/bbaa070
pgh1,GlideSP@GlideSP,9.00,0.714,0.406,0.218,https://doi.org/10.1093/bib/bbaa070
pgh2,GlideSP@GlideSP,28.24,0.794,0.442,0.568,https://doi.org/10.1093/bib/bbaa070
plk1,GlideSP@GlideSP,33.98,0.894,0.582,0.645,https://doi.org/10.1093/bib/bbaa070
pnph,GlideSP@GlideSP,23.56,0.916,0.631,0.677,https://doi.org/10.1093/bib/bbaa070
ppara,GlideSP@GlideSP,13.57,0.825,0.492,0.410,https://doi.org/10.1093/bib/bbaa070
ppard,GlideSP@GlideSP,15.31,0.823,0.507,0.340,https://doi.org/10.1093/bib/bbaa070
pparg,GlideSP@GlideSP,15.91,0.814,0.481,0.409,https://doi.org/10.1093/bib/bbaa070
prgr,GlideSP@GlideSP,23.72,0.877,0.540,0.520,https://doi.org/10.1093/bib/bbaa070
ptn1,GlideSP@GlideSP,16.08,0.834,0.524,0.496,https://doi.org/10.1093/bib/bbaa070
pur2,GlideSP@GlideSP,14.36,0.978,0.802,1.019,https://doi.org/10.1093/bib/bbaa070
pygm,GlideSP@GlideSP,0,0.599,0.308,0.032,https://doi.org/10.1093/bib/bbaa070
pyrd,GlideSP@GlideSP,35.81,0.840,0.489,0.637,https://doi.org/10.1093/bib/bbaa070
reni,GlideSP@GlideSP,12.88,0.772,0.494,0.530,https://doi.org/10.1093/bib/bbaa070
rock1,GlideSP@GlideSP,13.31,0.784,0.453,0.370,https://doi.org/10.1093/bib/bbaa070
rxra,GlideSP@GlideSP,34.40,0.942,0.598,0.871,https://doi.org/10.1093/bib/bbaa070
sahh,GlideSP@GlideSP,14.52,0.983,0.777,1.028,https://doi.org/10.1093/bib/bbaa070
src,GlideSP@GlideSP,14.55,0.754,0.447,0.294,https://doi.org/10.1093/bib/bbaa070
tgfr1,GlideSP@GlideSP,17.05,0.866,0.595,0.463,https://doi.org/10.1093/bib/bbaa070
thb,GlideSP@GlideSP,20.82,0.813,0.506,0.520,https://doi.org/10.1093/bib/bbaa070
thrb,GlideSP@GlideSP,18.20,0.820,0.484,0.472,https://doi.org/10.1093/bib/bbaa070
try1,GlideSP@GlideSP,12.99,0.774,0.439,0.336,https://doi.org/10.1093/bib/bbaa070
tryb1,GlideSP@GlideSP,14.57,0.817,0.502,0.289,https://doi.org/10.1093/bib/bbaa070
tysy,GlideSP@GlideSP,16.08,0.828,0.523,0.555,https://doi.org/10.1093/bib/bbaa070
urok,GlideSP@GlideSP,30.35,0.853,0.487,0.782,https://doi.org/10.1093/bib/bbaa070
vgfr2,GlideSP@GlideSP,13.27,0.682,0.379,0.347,https://doi.org/10.1093/bib/bbaa070
wee1,GlideSP@GlideSP,45.48,0.992,0.867,0.999,https://doi.org/10.1093/bib/bbaa070
xiap,GlideSP@GlideSP,40.68,0.887,0.490,0.832,https://doi.org/10.1093/bib/bbaa070
aa2ar,?VinaRF@GlideSP,0.48,0.569,0.163,0.019,https://doi.org/10.1093/bib/bbaa070
abl1,?VinaRF@GlideSP,7.76,0.698,0.303,0.236,https://doi.org/10.1093/bib/bbaa070
ace,?VinaRF@GlideSP,3.53,0.526,0.181,0.132,https://doi.org/10.1093/bib/bbaa070
aces,?VinaRF@GlideSP,6.90,0.655,0.257,0.166,https://doi.org/10.1093/bib/bbaa070
ada,?VinaRF@GlideSP,0.76,0.609,0.183,0.053,https://doi.org/10.1093/bib/bbaa070
ada17,?VinaRF@GlideSP,20.42,0.763,0.408,0.420,https://doi.org/10.1093/bib/bbaa070
adrb1,?VinaRF@GlideSP,0.67,0.605,0.181,0.033,https://doi.org/10.1093/bib/bbaa070
adrb2,?VinaRF@GlideSP,2.14,0.655,0.220,0.066,https://doi.org/10.1093/bib/bbaa070
akt1,?VinaRF@GlideSP,3.09,0.756,0.276,0.084,https://doi.org/10.1093/bib/bbaa070
akt2,?VinaRF@GlideSP,5.99,0.763,0.328,0.197,https://doi.org/10.1093/bib/bbaa070
aldr,?VinaRF@GlideSP,6.49,0.622,0.236,0.153,https://doi.org/10.1093/bib/bbaa070
ampc,?VinaRF@GlideSP,0,0.515,0.128,0.000,https://doi.org/10.1093/bib/bbaa070
andr,?VinaRF@GlideSP,8.30,0.625,0.268,0.222,https://doi.org/10.1093/bib/bbaa070
aofb,?VinaRF@GlideSP,5.73,0.683,0.273,0.148,https://doi.org/10.1093/bib/bbaa070
bace1,?VinaRF@GlideSP,6.40,0.651,0.253,0.154,https://doi.org/10.1093/bib/bbaa070
braf,?VinaRF@GlideSP,8.55,0.810,0.347,0.202,https://doi.org/10.1093/bib/bbaa070
cah2,?VinaRF@GlideSP,1.19,0.464,0.139,0.031,https://doi.org/10.1093/bib/bbaa070
casp3,?VinaRF@GlideSP,3.14,0.672,0.244,0.117,https://doi.org/10.1093/bib/bbaa070
cdk2,?VinaRF@GlideSP,8.54,0.670,0.279,0.203,https://doi.org/10.1093/bib/bbaa070
comt,?VinaRF@GlideSP,0,0.742,0.243,0.022,https://doi.org/10.1093/bib/bbaa070
cp2c9,?VinaRF@GlideSP,2.20,0.559,0.184,0.064,https://doi.org/10.1093/bib/bbaa070
cp3a4,?VinaRF@GlideSP,2.14,0.545,0.171,0.056,https://doi.org/10.1093/bib/bbaa070
csf1r,?VinaRF@GlideSP,7.92,0.693,0.293,0.179,https://doi.org/10.1093/bib/bbaa070
cxcr4,?VinaRF@GlideSP,0,0.602,0.164,0.008,https://doi.org/10.1093/bib/bbaa070
def,?VinaRF@GlideSP,20.75,0.879,0.515,0.501,https://doi.org/10.1093/bib/bbaa070
dhi1,?VinaRF@GlideSP,6.39,0.773,0.320,0.184,https://doi.org/10.1093/bib/bbaa070
dpp4,?VinaRF@GlideSP,4.01,0.700,0.257,0.106,https://doi.org/10.1093/bib/bbaa070
drd3,?VinaRF@GlideSP,1.53,0.630,0.194,0.044,https://doi.org/10.1093/bib/bbaa070
dyr,?VinaRF@GlideSP,3.64,0.638,0.238,0.129,https://doi.org/10.1093/bib/bbaa070
egfr,?VinaRF@GlideSP,3.60,0.659,0.233,0.092,https://doi.org/10.1093/bib/bbaa070
esr1,?VinaRF@GlideSP,24.36,0.819,0.507,0.589,https://doi.org/10.1093/bib/bbaa070
esr2,?VinaRF@GlideSP,20.04,0.800,0.469,0.485,https://doi.org/10.1093/bib/bbaa070
fa10,?VinaRF@GlideSP,20.67,0.836,0.490,0.609,https://doi.org/10.1093/bib/bbaa070
fa7,?VinaRF@GlideSP,15.66,0.868,0.485,0.440,https://doi.org/10.1093/bib/bbaa070
fabp4,?VinaRF@GlideSP,10.25,0.751,0.360,0.269,https://doi.org/10.1093/bib/bbaa070
fak1,?VinaRF@GlideSP,14.06,0.668,0.316,0.296,https://doi.org/10.1093/bib/bbaa070
fgfr1,?VinaRF@GlideSP,1.73,0.550,0.190,0.576,https://doi.org/10.1093/bib/bbaa070
fkb1a,?VinaRF@GlideSP,3.36,0.633,0.225,0.127,https://doi.org/10.1093/bib/bbaa070
fnta,?VinaRF@GlideSP,5.07,0.645,0.242,0.147,https://doi.org/10.1093/bib/bbaa070
fpps,?VinaRF@GlideSP,0,0.412,0.086,0.000,https://doi.org/10.1093/bib/bbaa070
gcr,?VinaRF@GlideSP,9.43,0.661,0.275,0.197,https://doi.org/10.1093/bib/bbaa070
glcm,?VinaRF@GlideSP,1.66,0.734,0.251,0.149,https://doi.org/10.1093/bib/bbaa070
gria2,?VinaRF@GlideSP,1.04,0.582,0.180,0.033,https://doi.org/10.1093/bib/bbaa070
grik1,?VinaRF@GlideSP,1.99,0.599,0.210,0.064,https://doi.org/10.1093/bib/bbaa070
hdac2,?VinaRF@GlideSP,10.53,0.841,0.379,0.236,https://doi.org/10.1093/bib/bbaa070
hdac8,?VinaRF@GlideSP,17.57,0.909,0.518,0.393,https://doi.org/10.1093/bib/bbaa070
hivint,?VinaRF@GlideSP,0.97,0.626,0.211,0.054,https://doi.org/10.1093/bib/bbaa070
hivpr,?VinaRF@GlideSP,1.52,0.634,0.209,0.070,https://doi.org/10.1093/bib/bbaa070
