clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,drd3,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,pnph,prgr,ptn1,pyrd,reni,urok,xiap,Average
bestpose_PLANTS,method5,AD4_CHEMPLP,9.44,8.54,14.14,3.35,3.23,2.59,1.53,,1.33,7.61,9.03,8.61,7.78,9.69,0.0,1.17,0.0,0.0,10.22,17.56,8.19,1.53,13.41,0.0,2.91,1.08,8.51,5.45,3.9,4.97,16.17,6.064666666666667
bestpose_PLANTS,method6,AD4_CHEMPLP,9.44,11.39,16.15,3.77,3.44,3.62,1.84,,1.33,8.4,9.93,6.45,5.83,7.54,2.77,1.17,0.0,0.0,10.22,19.31,9.68,1.53,15.16,1.03,4.86,0.72,9.29,6.35,4.87,5.59,15.16,6.561333333333334
bestpose_PLANTS,method7,AD4_CHEMPLP,9.44,11.39,16.15,3.77,3.44,3.62,1.84,,1.33,8.4,9.93,6.45,5.83,7.54,2.77,1.17,0.0,0.0,10.22,19.31,9.68,1.53,15.16,1.03,4.86,0.72,9.29,6.35,4.87,5.59,15.16,6.561333333333334
bestpose_PLANTS,method1,AD4_LinF9,9.44,8.54,11.44,2.51,4.52,2.59,1.53,,1.77,4.72,10.83,10.76,4.86,6.46,2.77,0.0,0.0,0.0,14.99,26.34,17.13,2.29,11.08,0.0,2.91,1.8,13.16,6.35,4.87,2.49,12.13,6.609333333333334
bestpose_PLANTS,method2,AD4_LinF9,9.44,8.54,11.44,2.51,4.52,2.59,1.53,,1.77,4.72,10.83,10.76,4.86,6.46,2.77,0.0,0.0,0.0,14.99,26.34,17.13,2.29,11.08,0.0,2.91,1.8,13.16,6.35,4.87,2.49,12.13,6.609333333333334
bestpose_PLANTS,method3,AD4_LinF9,9.44,8.54,11.44,2.51,4.52,2.59,1.53,,1.77,4.72,10.83,10.76,4.86,6.46,2.77,0.0,0.0,0.0,14.99,26.34,17.13,2.29,11.08,0.0,2.91,1.8,13.16,6.35,4.87,2.49,12.13,6.609333333333334
bestpose_PLANTS,method4,AD4_LinF9,8.88,7.48,11.44,2.93,4.52,2.59,1.53,,1.77,4.99,10.83,10.76,3.89,6.46,2.77,0.0,0.0,0.0,14.99,26.34,17.13,2.29,11.08,0.0,2.91,1.8,13.16,7.26,4.87,2.49,11.12,6.542666666666666
bestpose_PLANTS,method5,AD4_LinF9,8.88,7.12,12.79,1.67,4.95,1.55,2.15,,1.33,6.3,11.73,19.36,4.86,5.92,2.77,0.0,0.0,0.0,14.99,29.85,17.13,2.29,11.66,0.0,3.89,1.8,12.38,7.26,3.9,3.11,13.14,7.092666666666668
bestpose_PLANTS,method6,AD4_LinF9,8.88,7.83,12.79,3.35,5.16,1.55,1.84,,1.33,6.56,11.73,19.36,5.83,7.54,2.77,0.0,0.0,0.0,14.99,31.6,18.62,3.05,12.24,0.0,2.91,1.8,17.8,6.35,3.9,3.11,13.14,7.534333333333334
bestpose_PLANTS,method7,AD4_LinF9,8.88,7.83,12.79,3.35,5.16,1.55,1.84,,1.33,6.56,11.73,19.36,5.83,7.54,2.77,0.0,0.0,0.0,14.99,31.6,18.62,3.05,12.24,0.0,2.91,1.8,17.8,6.35,3.9,3.11,13.14,7.534333333333334
bestpose_PLANTS,method1,AD4_RTMScore,14.99,9.61,11.44,1.67,15.27,9.83,0.92,,1.77,13.91,25.28,2.15,5.83,8.08,2.77,11.75,5.73,0.0,23.17,8.78,26.07,1.53,15.74,4.11,5.83,6.13,20.9,7.26,2.92,13.05,25.27,10.058666666666669
bestpose_PLANTS,method2,AD4_RTMScore,14.99,9.61,11.44,1.67,15.27,9.83,0.92,,1.77,13.91,25.28,2.15,5.83,8.08,2.77,11.75,5.73,0.0,23.17,8.78,26.07,1.53,15.74,4.11,5.83,6.13,20.9,7.26,2.92,13.05,25.27,10.058666666666669
bestpose_PLANTS,method3,AD4_RTMScore,14.99,9.61,11.44,1.67,15.27,9.83,0.92,,1.77,13.91,25.28,2.15,5.83,8.08,2.77,11.75,5.73,0.0,23.17,8.78,26.07,1.53,15.74,4.11,5.83,6.13,20.9,7.26,2.92,13.05,25.27,10.058666666666669
bestpose_PLANTS,method4,AD4_RTMScore,12.77,7.83,11.44,2.09,11.4,8.79,0.92,,2.21,12.6,21.66,4.3,5.83,4.31,8.31,3.52,0.0,0.0,19.76,8.78,21.6,1.53,16.32,1.03,5.83,5.77,18.58,8.17,3.9,4.97,24.26,8.616000000000001
bestpose_PLANTS,method5,AD4_RTMScore,16.66,11.75,14.14,1.67,21.3,7.76,0.31,,2.21,13.12,27.08,8.61,6.8,9.69,5.54,19.38,8.02,0.0,20.44,8.78,32.78,0.76,16.32,3.08,5.83,9.02,29.41,9.08,2.92,14.91,25.27,11.754666666666667
bestpose_PLANTS,method6,AD4_RTMScore,17.77,10.68,10.77,2.51,22.59,10.35,0.61,,1.33,18.37,34.3,0.0,5.83,9.15,5.54,19.38,8.02,0.0,21.12,8.78,35.76,2.29,15.16,4.11,4.86,7.58,30.19,5.45,2.92,13.05,39.42,12.263
bestpose_PLANTS,method7,AD4_RTMScore,17.77,10.68,10.77,2.51,22.59,10.35,0.61,,1.33,18.37,34.3,0.0,5.83,9.15,5.54,19.38,8.02,0.0,21.12,8.78,35.76,2.29,15.16,4.11,4.86,7.58,30.19,5.45,2.92,13.05,39.42,12.263
bestpose_PLANTS,method1,AD4_SCORCH,10.0,6.05,2.69,5.44,9.25,8.28,3.68,,4.42,7.35,8.12,0.0,4.86,2.69,5.54,0.0,2.29,6.58,8.86,5.27,12.66,3.05,11.66,0.0,4.86,2.89,16.25,7.26,9.75,12.43,10.11,6.409666666666667
bestpose_PLANTS,method2,AD4_SCORCH,10.0,6.05,2.69,5.44,9.25,8.28,3.68,,4.42,7.35,8.12,0.0,4.86,2.69,5.54,0.0,2.29,6.58,8.86,5.27,12.66,3.05,11.66,0.0,4.86,2.89,16.25,7.26,9.75,12.43,10.11,6.409666666666667
bestpose_PLANTS,method3,AD4_SCORCH,10.0,6.05,2.69,5.44,9.25,8.28,3.68,,4.42,7.35,8.12,0.0,4.86,2.69,5.54,0.0,2.29,6.58,8.86,5.27,12.66,3.05,11.66,0.0,4.86,2.89,16.25,7.26,9.75,12.43,10.11,6.409666666666667
bestpose_PLANTS,method4,AD4_SCORCH,12.22,13.88,0.0,5.86,7.53,10.86,9.81,,4.86,8.13,9.93,8.61,5.83,3.23,5.54,0.0,2.29,6.58,6.81,1.76,12.66,2.29,11.08,1.03,3.89,4.33,17.03,24.51,13.64,5.59,9.1,7.629333333333333
bestpose_PLANTS,method5,AD4_SCORCH,8.88,6.76,0.67,4.6,9.68,8.28,4.29,,3.1,2.89,9.03,0.0,4.86,2.15,5.54,0.0,3.44,9.87,0.68,0.0,4.47,3.05,5.25,0.0,3.89,2.53,14.71,8.17,7.8,13.05,2.02,4.988666666666666
bestpose_PLANTS,method6,AD4_SCORCH,6.66,7.12,0.0,2.51,8.82,8.79,3.07,,3.1,2.62,5.42,0.0,4.86,1.62,2.77,0.0,2.29,10.97,0.68,0.0,1.49,3.05,1.75,2.06,4.86,2.53,13.93,7.26,8.77,13.67,0.0,4.355666666666666
bestpose_PLANTS,method7,AD4_SCORCH,6.66,7.12,0.0,2.51,8.82,8.79,3.07,,3.1,2.62,5.42,0.0,4.86,1.62,2.77,0.0,2.29,10.97,0.68,0.0,1.49,3.05,1.75,2.06,4.86,2.53,13.93,7.26,8.77,13.67,0.0,4.355666666666666
bestpose_PLANTS,method1,RFScoreVS_RTMScore,25.54,16.37,27.6,20.51,21.08,20.17,11.65,,10.17,34.9,39.72,17.21,15.55,9.69,19.38,41.11,13.75,0.0,36.79,15.8,39.48,12.2,22.74,19.52,16.52,29.22,43.35,29.95,1.95,30.45,43.46,22.861000000000004
bestpose_PLANTS,method2,RFScoreVS_RTMScore,25.54,16.37,27.6,20.51,21.08,20.17,11.65,,10.17,34.9,39.72,17.21,15.55,9.69,19.38,41.11,13.75,0.0,36.79,15.8,39.48,12.2,22.74,19.52,16.52,29.22,43.35,29.95,1.95,30.45,43.46,22.861000000000004
bestpose_PLANTS,method3,RFScoreVS_RTMScore,25.54,16.37,27.6,20.51,21.08,20.17,11.65,,10.17,34.9,39.72,17.21,15.55,9.69,19.38,41.11,13.75,0.0,36.79,15.8,39.48,12.2,22.74,19.52,16.52,29.22,43.35,29.95,1.95,30.45,43.46,22.861000000000004
bestpose_PLANTS,method4,RFScoreVS_RTMScore,19.99,13.53,26.92,17.16,19.36,19.14,7.97,,9.73,34.64,39.72,17.21,14.58,9.69,13.84,41.11,12.6,1.1,31.34,12.29,37.99,6.86,19.24,20.55,14.57,23.81,43.35,26.32,4.87,31.07,43.46,21.13366666666667
bestpose_PLANTS,method5,RFScoreVS_RTMScore,25.54,15.66,28.27,17.58,19.79,19.66,13.79,,9.73,34.37,37.91,19.36,14.58,9.69,19.38,40.52,13.75,1.1,37.47,26.34,35.76,19.06,25.07,19.52,16.52,30.3,42.57,26.32,3.9,29.21,43.46,23.206000000000007
bestpose_PLANTS,method6,RFScoreVS_RTMScore,32.76,14.24,32.98,36.83,20.65,23.28,19.62,,16.8,40.93,37.01,17.21,20.41,15.07,22.15,40.52,13.75,0.0,39.52,42.14,32.03,21.35,32.07,23.63,36.92,38.6,43.35,52.64,3.9,25.48,41.44,27.909333333333333
bestpose_PLANTS,method7,RFScoreVS_RTMScore,32.76,14.24,32.98,36.83,20.65,23.28,19.62,,16.8,40.93,37.01,17.21,20.41,15.07,22.15,40.52,13.75,0.0,39.52,42.14,32.03,21.35,32.07,23.63,36.92,38.6,43.35,52.64,3.9,25.48,41.44,27.909333333333333
bestpose_PLANTS,method1,RFScoreVS_SCORCH,25.54,18.51,22.89,25.53,11.62,20.17,19.31,,16.36,31.49,30.69,8.61,23.33,7.54,16.61,23.49,6.87,20.83,19.08,10.53,16.39,13.73,22.74,17.47,32.06,23.81,23.99,30.86,7.8,26.72,25.27,19.994666666666664
bestpose_PLANTS,method2,RFScoreVS_SCORCH,25.54,18.51,22.89,25.53,11.62,20.17,19.31,,16.36,31.49,30.69,8.61,23.33,7.54,16.61,23.49,6.87,20.83,19.08,10.53,16.39,13.73,22.74,17.47,32.06,23.81,23.99,30.86,7.8,26.72,25.27,19.994666666666664
bestpose_PLANTS,method3,RFScoreVS_SCORCH,25.54,18.51,22.89,25.53,11.62,20.17,19.31,,16.36,31.49,30.69,8.61,23.33,7.54,16.61,23.49,6.87,20.83,19.08,10.53,16.39,13.73,22.74,17.47,32.06,23.81,23.99,30.86,7.8,26.72,25.27,19.994666666666664
bestpose_PLANTS,method4,RFScoreVS_SCORCH,19.44,27.41,12.79,23.02,12.91,13.97,16.25,,15.92,23.35,25.28,6.45,23.33,7.0,11.08,16.44,1.15,24.12,17.71,1.76,25.33,8.39,19.82,15.41,15.55,14.43,21.67,24.51,10.72,26.72,17.18,16.637000000000004
bestpose_PLANTS,method5,RFScoreVS_SCORCH,17.77,13.88,12.79,13.81,11.4,16.55,16.55,,10.61,23.62,34.3,2.15,16.53,7.54,8.31,7.63,9.16,17.54,16.35,19.31,17.13,17.54,8.75,19.52,14.57,14.79,17.8,22.69,7.8,26.1,17.18,15.322333333333336
bestpose_PLANTS,method6,RFScoreVS_SCORCH,27.76,16.37,26.25,25.53,10.33,21.21,18.39,,12.38,32.01,31.59,2.15,18.47,4.85,16.61,24.67,11.45,15.35,15.67,29.85,13.41,20.59,15.16,15.41,29.15,28.86,31.73,44.48,8.77,21.75,22.24,20.41466666666667
bestpose_PLANTS,method7,RFScoreVS_SCORCH,27.76,16.37,26.25,25.53,10.33,21.21,18.39,,12.38,32.01,31.59,2.15,18.47,4.85,16.61,24.67,11.45,15.35,15.67,29.85,13.41,20.59,15.16,15.41,29.15,28.86,31.73,44.48,8.77,21.75,22.24,20.41466666666667
bestpose_PLANTS,method1,RTMScore_SCORCH,16.66,13.53,0.67,5.86,18.72,13.97,3.99,,4.42,19.42,28.89,2.15,10.69,10.77,11.08,15.86,11.45,8.77,14.99,0.0,23.84,3.81,5.83,6.17,5.83,9.02,26.32,9.98,2.92,30.45,17.18,11.774666666666667
bestpose_PLANTS,method2,RTMScore_SCORCH,16.66,13.53,0.67,5.86,18.72,13.97,3.99,,4.42,19.42,28.89,2.15,10.69,10.77,11.08,15.86,11.45,8.77,14.99,0.0,23.84,3.81,5.83,6.17,5.83,9.02,26.32,9.98,2.92,30.45,17.18,11.774666666666667
bestpose_PLANTS,method3,RTMScore_SCORCH,16.66,13.53,0.67,5.86,18.72,13.97,3.99,,4.42,19.42,28.89,2.15,10.69,10.77,11.08,15.86,11.45,8.77,14.99,0.0,23.84,3.81,5.83,6.17,5.83,9.02,26.32,9.98,2.92,30.45,17.18,11.774666666666667
bestpose_PLANTS,method4,RTMScore_SCORCH,12.77,14.95,1.35,7.53,15.49,12.42,5.21,,7.08,12.07,25.28,2.15,17.5,7.0,13.84,20.55,2.29,9.87,5.45,0.0,20.86,6.86,4.08,15.41,4.86,6.13,22.45,17.25,3.9,26.72,11.12,11.081333333333331
bestpose_PLANTS,method5,RTMScore_SCORCH,16.1,13.53,0.67,5.44,18.5,10.86,4.9,,4.86,13.12,30.69,0.0,10.69,11.84,8.31,21.73,10.31,8.77,14.99,0.0,15.64,4.58,4.08,11.3,3.89,3.97,17.03,9.08,4.87,28.59,12.13,10.68233333333333
bestpose_PLANTS,method6,RTMScore_SCORCH,13.33,8.19,1.35,3.77,15.49,8.79,3.99,,4.42,6.3,18.96,0.0,7.78,3.77,2.77,11.75,4.58,10.97,10.22,0.0,12.66,3.81,2.33,5.14,2.91,2.53,17.03,5.45,5.85,20.51,11.12,7.525666666666666
bestpose_PLANTS,method7,RTMScore_SCORCH,13.33,8.19,1.35,3.77,15.49,8.79,3.99,,4.42,6.3,18.96,0.0,7.78,3.77,2.77,11.75,4.58,10.97,10.22,0.0,12.66,3.81,2.33,5.14,2.91,2.53,17.03,5.45,5.85,20.51,11.12,7.525666666666666
bestpose_PLANTS,method1,AD4_RTMScore_SCORCH,17.21,13.17,8.75,7.53,16.99,12.93,3.99,,3.98,14.43,29.79,2.15,7.78,8.08,11.08,11.75,3.44,4.39,21.12,7.02,26.82,3.81,13.99,5.14,6.8,7.21,27.86,13.61,9.75,22.37,25.27,12.273666666666667
bestpose_PLANTS,method2,AD4_RTMScore_SCORCH,17.21,13.17,8.75,7.53,16.99,12.93,3.99,,3.98,14.43,29.79,2.15,7.78,8.08,11.08,11.75,3.44,4.39,21.12,7.02,26.82,3.81,13.99,5.14,6.8,7.21,27.86,13.61,9.75,22.37,25.27,12.273666666666667
bestpose_PLANTS,method3,AD4_RTMScore_SCORCH,17.21,13.17,8.75,7.53,16.99,12.93,3.99,,3.98,14.43,29.79,2.15,7.78,8.08,11.08,11.75,3.44,4.39,21.12,7.02,26.82,3.81,13.99,5.14,6.8,7.21,27.86,13.61,9.75,22.37,25.27,12.273666666666667
bestpose_PLANTS,method4,AD4_RTMScore_SCORCH,13.33,13.17,4.71,7.11,12.69,12.93,7.36,,5.31,11.02,23.47,12.91,7.78,5.38,11.08,2.94,2.29,4.39,15.67,3.51,23.84,3.05,12.24,14.39,5.83,7.94,23.22,22.69,9.75,11.19,17.18,10.945666666666666
bestpose_PLANTS,method5,AD4_RTMScore_SCORCH,14.99,13.17,7.4,6.7,16.78,11.9,3.37,,3.98,13.38,30.69,8.61,8.75,6.46,8.31,18.79,2.29,1.1,16.35,7.02,25.33,1.53,15.16,5.14,6.8,7.58,20.9,17.25,6.82,21.13,22.24,11.663999999999998
bestpose_PLANTS,method6,AD4_RTMScore_SCORCH,16.66,14.95,0.67,4.6,15.7,9.31,4.9,,4.86,8.92,20.76,0.0,8.75,7.0,8.31,11.75,4.58,9.87,16.35,0.0,16.39,3.05,4.08,4.11,3.89,4.69,19.35,13.61,8.77,19.89,17.18,9.431666666666667
bestpose_PLANTS,method7,AD4_RTMScore_SCORCH,16.66,14.95,0.67,4.6,15.7,9.31,4.9,,4.86,8.92,20.76,0.0,8.75,7.0,8.31,11.75,4.58,9.87,16.35,0.0,16.39,3.05,4.08,4.11,3.89,4.69,19.35,13.61,8.77,19.89,17.18,9.431666666666667
bestpose_PLANTS,method1,RFScoreVS_RTMScore_SCORCH,23.32,24.56,24.23,20.92,23.66,18.62,14.1,,12.82,37.0,38.82,17.21,20.41,10.77,11.08,41.11,13.75,10.97,32.02,10.53,36.5,7.63,22.74,19.52,20.4,27.05,39.47,28.14,9.75,33.56,39.42,23.00266666666666
bestpose_PLANTS,method2,RFScoreVS_RTMScore_SCORCH,23.32,24.56,24.23,20.92,23.66,18.62,14.1,,12.82,37.0,38.82,17.21,20.41,10.77,11.08,41.11,13.75,10.97,32.02,10.53,36.5,7.63,22.74,19.52,20.4,27.05,39.47,28.14,9.75,33.56,39.42,23.00266666666666
bestpose_PLANTS,method3,RFScoreVS_RTMScore_SCORCH,23.32,24.56,24.23,20.92,23.66,18.62,14.1,,12.82,37.0,38.82,17.21,20.41,10.77,11.08,41.11,13.75,10.97,32.02,10.53,36.5,7.63,22.74,19.52,20.4,27.05,39.47,28.14,9.75,33.56,39.42,23.00266666666666
bestpose_PLANTS,method4,RFScoreVS_RTMScore_SCORCH,18.88,21.36,14.14,20.51,19.58,15.52,11.65,,11.06,24.93,34.3,25.82,26.25,9.15,13.84,36.41,9.16,9.87,22.48,3.51,39.48,8.39,19.24,24.66,11.66,18.4,37.15,27.23,10.72,32.94,24.26,20.084999999999997
bestpose_PLANTS,method5,RFScoreVS_RTMScore_SCORCH,22.21,22.78,21.54,18.41,24.09,17.59,11.04,,10.17,36.21,38.82,17.21,15.55,10.77,11.08,41.11,13.75,12.06,27.94,7.02,35.01,7.63,20.41,22.61,15.55,22.36,32.51,24.51,10.72,32.94,41.44,21.50133333333334
bestpose_PLANTS,method6,RFScoreVS_RTMScore_SCORCH,26.65,21.36,25.58,27.2,19.79,21.21,19.31,,14.59,34.11,37.01,12.91,19.44,8.61,16.61,39.93,14.89,9.87,32.7,31.6,28.31,22.11,25.07,17.47,30.12,30.66,37.93,49.01,9.75,26.72,34.36,24.829333333333334
bestpose_PLANTS,method7,RFScoreVS_RTMScore_SCORCH,26.65,21.36,25.58,27.2,19.79,21.21,19.31,,14.59,34.11,37.01,12.91,19.44,8.61,16.61,39.93,14.89,9.87,32.7,31.6,28.31,22.11,25.07,17.47,30.12,30.66,37.93,49.01,9.75,26.72,34.36,24.829333333333334
