Target,Model,AUC,AUC_ROC,BEDROC,EF0.1,EF0.5,EF1,EF5,NEF0.1,NEF0.5,NEF1,NEF5,Source,Notes
cox2,GOLD,,0.883,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ctsk,GOLD,,0.855,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
cyp2a6,GOLD,,0.614,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
dhfr,GOLD,,0.621,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
egfr,GOLD,,0.556,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ephb4,GOLD,,0.812,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
erbb2,GOLD,,0.866,,,,,,31,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
er-beta,GOLD,,0.623,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
fgfr1,GOLD,,0.704,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
fkbp1a,GOLD,,0.599,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
fxa,GOLD,,0.835,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
gba,GOLD,,0.548,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
gr,GOLD,,0.612,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
gsk3b,GOLD,,0.618,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hdac2,GOLD,,0.82,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hdac8,GOLD,,0.599,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hiv1pr,GOLD,,0.792,,,,,,31,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hiv1rt,GOLD,,0.513,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hmgr,GOLD,,0.638,,,,,,15.45,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hsp90,GOLD,,0.524,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
igf1r,GOLD,,0.654,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
inha,GOLD,,0.588,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
itk,GOLD,,0.627,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
jak3,GOLD,,0.775,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
jnk1,GOLD,,0.66,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
jnk2,GOLD,,0.616,,,,,,30.975,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
jnk3,GOLD,,0.708,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
kif11,GOLD,,0.85,,,,,,15.488,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
lck,GOLD,,0.62,,,,,,15.475,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
mdm2,GOLD,,0.481,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
mk2,GOLD,,0.727,,,,,,33.405,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
mmp2,GOLD,,0.568,,,,,,15.872,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
na,GOLD,,0.494,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
p38-alpha,GOLD,,0.608,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
parp-1,GOLD,,0.753,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pde4b,GOLD,,0.609,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pde5,GOLD,,0.756,,,,,,16.289,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pdk1,GOLD,,0.613,,,,,,15.45,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pi3kg,GOLD,,0.751,,,,,,15.463,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pim-1,GOLD,,0.642,,,,,,15.35,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pim-2,GOLD,,0.651,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pnp,GOLD,,0.6,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ppara,GOLD,,0.679,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pparg,GOLD,,0.699,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pr,GOLD,,0.502,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
prkcq,GOLD,,0.806,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pygl-in,GOLD,,0.703,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
pygl-out,GOLD,,0.591,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
qpct,GOLD,,0.658,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
rock-1,GOLD,,0.538,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
rxr,GOLD,,0.503,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
sars-hcov,GOLD,,0.553,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
sirt2,GOLD,,0.572,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
src,GOLD,,0.547,,,,,,15.488,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
thrombin,GOLD,,0.727,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
tie2,GOLD,,0.623,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
tk,GOLD,,0.503,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
tp,GOLD,,0.347,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
tpa,GOLD,,0.707,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ts,GOLD,,0.695,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
upa,GOLD,,0.715,,,,,,30.725,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
vegfr1,GOLD,,0.665,,,,,,15.5,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
vegfr2,GOLD,,0.577,,,,,,0,,,,https://pubs.acs.org/doi/10.1021/acs.jcim.4c00855,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
11betahsd1,IGN(avg),,0.974,0.966,,,,,,28.5,29.34,15.52,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
17betahsd1,IGN(avg),,0.899,0.48,,,,,,16.07,15.73,9.24,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
a2a,IGN(avg),,0.981,0.971,,,,,,29.24,29.13,17.17,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ace,IGN(avg),,0.998,1.05,,,,,,30.88,30.88,19.42,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ace2,IGN(avg),,0.999,1.053,,,,,,30.98,30.98,19.98,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ache,IGN(avg),,0.969,0.914,,,,,,30.53,28.96,14.44,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
adam17,IGN(avg),,1,1.063,,,,,,30.75,30.75,19.84,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
adrb2,IGN(avg),,0.995,0.998,,,,,,27.18,26.38,18.85,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
akt1,IGN(avg),,0.98,0.626,,,,,,16.84,17.68,14.82,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
alr2,IGN(avg),,0.98,0.871,,,,,,27.73,28.29,15.82,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ar,IGN(avg),,0.99,1.08,,,,,,22.57,22.57,16.46,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
aurka,IGN(avg),,0.98,0.827,,,,,,22.16,24.66,16.78,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
aurkb,IGN(avg),,0.985,0.851,,,,,,24.59,25.7,16.93,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
bcl2,IGN(avg),,0.651,0.012,,,,,,0,0,0.49,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
braf,IGN(avg),,0.991,0.833,,,,,,25.1,24.64,18.13,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
catl,IGN(avg),,0.819,0.18,,,,,,4.4,5.53,5.14,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
cdk2,IGN(avg),,0.983,0.88,,,,,,26.58,24.92,16.28,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
cox1,IGN(avg),,0.989,1.022,,,,,,28.72,28.72,17.26,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
cox2,IGN(avg),,1,1.096,,,,,,23.11,23.11,19.53,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ctsk,IGN(avg),,0.841,0.092,,,,,,0,0.79,3.82,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
cyp2a6,IGN(avg),,0.685,0.08,,,,,,1.66,1.85,1.11,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
dhfr,IGN(avg),,0.944,0.884,,,,,,26.23,27.46,15.96,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
egfr,IGN(avg),,0.97,0.717,,,,,,14.71,20.6,17.05,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
ephb4,IGN(avg),,0.962,0.867,,,,,,24.57,24.9,16.42,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
erbb2,IGN(avg),,0.995,0.854,,,,,,19.73,21.38,19.24,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
er-beta,IGN(avg),,0.996,1.046,,,,,,28.59,27.53,18.38,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
fgfr1,IGN(avg),,0.991,0.792,,,,,,19.48,20.43,17.81,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
fkbp1a,IGN(avg),,0.963,0.868,,,,,,32.39,31.56,13.93,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
fxa,IGN(avg),,0.99,0.986,,,,,,30.59,30.59,18.18,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
gba,IGN(avg),,0.965,0.754,,,,,,30.88,25.33,12.45,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
gr,IGN(avg),,0.963,0.682,,,,,,18.93,20.38,14.14,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
gsk3b,IGN(avg),,0.945,0.738,,,,,,27.28,23.97,13.51,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hdac2,IGN(avg),,0.994,0.993,,,,,,28.9,28.79,18.57,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hdac8,IGN(avg),,0.99,0.914,,,,,,26.44,27.69,18.74,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hiv1pr,IGN(avg),,0.991,0.907,,,,,,28.17,26.97,18.14,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hiv1rt,IGN(avg),,0.95,0.844,,,,,,30.5,28.74,14.88,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hmgr,IGN(avg),,0.995,1.007,,,,,,27.98,29.34,19.12,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
hsp90,IGN(avg),,0.954,0.85,,,,,,27.46,25.68,14.26,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c01830,"Not explictly said if NEF or EF, but cites 10.1093/bib/bbaa070 where EF is defined as non normalized EF"
