Target,Model,ROCE1,EF1,NEF1,AUC_ROC,AUC,BEDROC,Source,Notes
dhi1,DLIGAND2,,,0.39,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
dpp4,DLIGAND2,,,1.02,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
drd3,DLIGAND2,,,2.52,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
dyr,DLIGAND2,,,3.37,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
egfr,DLIGAND2,,,4.09,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
esr1,DLIGAND2,,,19.28,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
esr2,DLIGAND2,,,3.36,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fa10,DLIGAND2,,,3.53,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fa7,DLIGAND2,,,31.19,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fabp4,DLIGAND2,,,21.1,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fak1,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fgfr1,DLIGAND2,,,3.05,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fkb1a,DLIGAND2,,,6.61,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fnta,DLIGAND2,,,15.02,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fpps,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
gcr,DLIGAND2,,,0.36,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
glcm,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
gria2,DLIGAND2,,,1.01,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
grik1,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hdac2,DLIGAND2,,,5.47,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hdac8,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hivint,DLIGAND2,,,12.37,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hivpr,DLIGAND2,,,13.35,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hivrt,DLIGAND2,,,0.16,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hmdh,DLIGAND2,,,8.41,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hs90a,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hxk4,DLIGAND2,,,0.78,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
igf1r,DLIGAND2,,,9.26,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
inha,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ital,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
jak2,DLIGAND2,,,9.22,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kif11,DLIGAND2,,,0.51,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kit,DLIGAND2,,,3.56,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kith,DLIGAND2,,,2.31,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kpcb,DLIGAND2,,,19.37,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
lck,DLIGAND2,,,4.83,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
lkha4,DLIGAND2,,,4.94,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mapk2,DLIGAND2,,,1.46,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mcr,DLIGAND2,,,2.6,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
met,DLIGAND2,,,0.82,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mk01,DLIGAND2,,,1.44,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mk10,DLIGAND2,,,3.75,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mk14,DLIGAND2,,,3.61,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mmp13,DLIGAND2,,,2.6,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mp2k1,DLIGAND2,,,9.93,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
nos1,DLIGAND2,,,1.72,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
nram,DLIGAND2,,,0.45,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pa2ga,DLIGAND2,,,4.7,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
parp1,DLIGAND2,,,1.62,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pde5a,DLIGAND2,,,3.54,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pgh1,DLIGAND2,,,0.8,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pgh2,DLIGAND2,,,0.75,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
plk1,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pnph,DLIGAND2,,,2.14,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ppara,DLIGAND2,,,5.51,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ppard,DLIGAND2,,,2.08,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pparg,DLIGAND2,,,9.83,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
prgr,DLIGAND2,,,1.57,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ptn1,DLIGAND2,,,9.33,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pur2,DLIGAND2,,,0.5,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pygm,DLIGAND2,,,0.88,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pyrd,DLIGAND2,,,2.24,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
reni,DLIGAND2,,,6,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
rock1,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
rxra,DLIGAND2,,,5.53,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
sahh,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
src,DLIGAND2,,,2.29,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
tgfr1,DLIGAND2,,,2.5,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
thb,DLIGAND2,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
thrb,DLIGAND2,,,4.18,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
try1,DLIGAND2,,,11.73,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
tryb1,DLIGAND2,,,12.81,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
tysy,DLIGAND2,,,1.62,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
urok,DLIGAND2,,,17.65,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
vgfr2,DLIGAND2,,,7.59,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
wee1,DLIGAND2,,,4.37,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
xiap,DLIGAND2,,,11.57,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aa2ar,X-Score,,,1.31,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
abl1,X-Score,,,15.2,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ace,X-Score,,,3.79,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aces,X-Score,,,1.51,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ada,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ada17,X-Score,,,2.19,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
adrb1,X-Score,,,3.36,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
adrb2,X-Score,,,0.91,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
akt1,X-Score,,,1.67,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
akt2,X-Score,,,5.04,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aldr,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ampc,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
andr,X-Score,,,0.76,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aofb,X-Score,,,1.84,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
bace1,X-Score,,,13.8,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
braf,X-Score,,,9.18,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cah2,X-Score,,,3.47,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
casp3,X-Score,,,0.29,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cdk2,X-Score,,,0.53,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
comt,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cp2c9,X-Score,,,4.94,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cp3a4,X-Score,,,2.25,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
csf1r,X-Score,,,2.11,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cxcr4,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
def,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
dhi1,X-Score,,,3.19,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
dpp4,X-Score,,,0.48,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
drd3,X-Score,,,2.2,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
dyr,X-Score,,,2.69,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
egfr,X-Score,,,1.1,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
esr1,X-Score,,,12.77,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
esr2,X-Score,,,3.77,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fa10,X-Score,,,11.28,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fa7,X-Score,,,9.6,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fabp4,X-Score,,,10.55,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fak1,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fgfr1,X-Score,,,1.02,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fkb1a,X-Score,,,2.36,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fnta,X-Score,,,3.85,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
fpps,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
gcr,X-Score,,,0.9,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
glcm,X-Score,,,18.01,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
gria2,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
grik1,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hdac2,X-Score,,,5.53,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hdac8,X-Score,,,3.87,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hivint,X-Score,,,4.98,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hivpr,X-Score,,,5.1,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hivrt,X-Score,,,1.72,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hmdh,X-Score,,,2.85,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hs90a,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
hxk4,X-Score,,,0.82,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
igf1r,X-Score,,,2.65,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
inha,X-Score,,,7.32,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ital,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
jak2,X-Score,,,9.22,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kif11,X-Score,,,5.57,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kit,X-Score,,,6.45,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kith,X-Score,,,1.54,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
kpcb,X-Score,,,8.36,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
lck,X-Score,,,2.1,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
lkha4,X-Score,,,7.07,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mapk2,X-Score,,,7.91,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mcr,X-Score,,,2.7,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
met,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mk01,X-Score,,,1.5,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mk10,X-Score,,,6.53,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mk14,X-Score,,,7.6,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mmp13,X-Score,,,3.73,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
mp2k1,X-Score,,,1.67,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
nos1,X-Score,,,1.32,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
nram,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pa2ga,X-Score,,,1.6,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
parp1,X-Score,,,3.12,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pde5a,X-Score,,,0.87,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pgh1,X-Score,,,1.21,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pgh2,X-Score,,,1.32,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
plk1,X-Score,,,3.24,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pnph,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ppara,X-Score,,,6.1,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ppard,X-Score,,,1.06,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pparg,X-Score,,,4.55,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
prgr,X-Score,,,2.31,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ptn1,X-Score,,,9.33,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pur2,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pygm,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
pyrd,X-Score,,,9.23,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
reni,X-Score,,,5.91,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
rock1,X-Score,,,0.5,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
rxra,X-Score,,,6.75,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
sahh,X-Score,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
src,X-Score,,,1.71,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
tgfr1,X-Score,,,2.53,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
thb,X-Score,,,2.41,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
thrb,X-Score,,,5.4,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
try1,X-Score,,,8.01,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
tryb1,X-Score,,,6.41,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
tysy,X-Score,,,1.32,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
urok,X-Score,,,0.69,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
vgfr2,X-Score,,,7.27,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
wee1,X-Score,,,49,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
xiap,X-Score,,,6.17,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aa2ar,ΔVinaRF20,,,3.33,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
abl1,ΔVinaRF20,,,9.19,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ace,ΔVinaRF20,,,0.39,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aces,ΔVinaRF20,,,7.5,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ada,ΔVinaRF20,,,3.08,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ada17,ΔVinaRF20,,,0.54,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
adrb1,ΔVinaRF20,,,5.49,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
adrb2,ΔVinaRF20,,,9.76,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
akt1,ΔVinaRF20,,,1.2,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
akt2,ΔVinaRF20,,,3.8,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aldr,ΔVinaRF20,,,3.2,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
ampc,ΔVinaRF20,,,1.77,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
andr,ΔVinaRF20,,,5.81,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
aofb,ΔVinaRF20,,,2.38,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
bace1,ΔVinaRF20,,,23.59,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
braf,ΔVinaRF20,,,12.1,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cah2,ΔVinaRF20,,,8.2,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
casp3,ΔVinaRF20,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cdk2,ΔVinaRF20,,,4.2,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
comt,ΔVinaRF20,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cp2c9,ΔVinaRF20,,,3.89,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cp3a4,ΔVinaRF20,,,3.65,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
csf1r,ΔVinaRF20,,,0.7,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
cxcr4,ΔVinaRF20,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
def,ΔVinaRF20,,,1.26,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
dhi1,ΔVinaRF20,,,0,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
dpp4,ΔVinaRF20,,,0.21,,,,https://jcheminf.biomedcentral.com/articles/10.1186/s13321-019-0373-4#Abs1,Uses NEF
